vd_salePhone,vd_serviceCode,vd_dealerName,vd_longitude,vd_address,vd_latitude,vc_name,vd_url,vd_dealerCode,vd_dealerType,vd_city,vd_province,vd_postCode,vd_fax,vp_name,vd_id
0523-87083888,,泰州金翱汽车销售服务有限公司,120.055413,泰兴市振兴路与镇海路交界处北侧（汽贸城5号） ,32.205322,泰州,,S732075,1,276,13,,,J 江苏,990
0523-89187888,,泰州金坤汽车销售服务有限公司,120.234884,江苏省靖江市中洲西路18号（靖江国际汽贸城内） ,32.006033,泰州,,S732076,1,276,13,,,J 江苏,991
0523-83881777,,泰州金浦汽车销售服务有限公司,119.853443,江苏省兴化市临城镇科技工业园兴化大道西侧,32.892778,泰州,,S232004,1,276,13,,,J 江苏,1013
0512-53776600,,太仓市森联汽车销售服务有限公司,121.096715,太仓市经济开发区北京西路11号,31.48212,太仓,,S732060,1,277,13,215400,,J 江苏,636
0514-87757777,,扬州金沪汽车销售服务有限公司,119.474225,江苏省高邮市珠光路888号,32.768081,高邮,,S232006,1,328,13,,,J 江苏,838
0795-3567168,,江西佳辉汽车贸易服务有限公司,114.401235,宜春市宜春大道（汽车北站旁）,27.838771,宜春,,S736008,1,107,14,336000,,J 江西,166
0795-2096999,,高安华宏汽车有限公司,115.407114,江西省高安市320国道858公桩（站前路以东）,28.463444,宜春,,S236002,1,107,14,,,J 江西,1054
13870573999,,江西佳辉汽车贸易服务有限公司丰城市分公司,114.401441,江西丰城市紫去南大道799号（新城区汽车总站旁）,27.83873,宜春,,S736008M1,2,107,14,,,J 江西,1107
0791-86231169,,江西协众汽车发展有限公司,115.912871,江西省南昌市省政府大院北二路102号,28.683834,南昌,,S936005,1,109,14,330046,,J 江西,163
0791-8216666,,南昌欧亚汽车销售有限公司,115.934905,江西省南昌市洪都中大道135号,28.668864,南昌,,S736005,1,109,14,330002,,J 江西,164
0791-8461111,,江西华宏名众汽车有限公司,115.922850,南昌市洪都南大道28号,28.640648,南昌,,S736017,1,109,14,330001,,J 江西,623
0791-88192778,,南昌恒信一路汽车销售服务有限公司,115.960891,南昌市新南大道与昌南大道交界处昌东国际汽车城 ,28.601902,南昌,,S736024,1,109,14,,,J 江西,996
0792-8378918,,九江宏达汽车贸易有限公司,115.953265,江西省九江市开发区九瑞大道120号国际会展中心斜对面,29.709534,九江,,S736007,1,110,14,332000,,J 江西,165
0792-8911888,,九江九源汽车销售服务有限公司,116.077935,江西省九江市庐山区庐山大道中段（候白垄路以南）,29.675577,九江,,S736020,1,110,14,,,J 江西,930
13755290821,,九江宏达汽车贸易有限公司修水分公司,114.526083,江西省九江市修水县良塘区鹏创汽车城4号楼,29.006072,九江,,S736007M1,2,110,14,,,J 江西,1072
15870806558,,九江宏达汽车贸易有限公司瑞昌分公司,115.702647,九江瑞昌市赛湖路西侧杨林湖大街北侧,29.680233,九江,,S736007M2,2,110,14,,,J 江西,1104
0799-6679668,,萍乡市永安昌荣实业有限公司,113.891475,萍乡市安源区十里铺319国道与萍高公路交汇处,27.625055,萍乡,,S736022,1,111,14,,,J 江西,834
0797-8081666,,赣州金涛汽车销售服务有限公司,114.893706,江西省赣州市经济技术开发区金潭大道,25.849797,赣州,,S736013,1,216,14,341400,,J 江西,482
0797-6688222,,江西晨元汽车销售服务有限公司,114.824799,江西省赣州市南康区龙岭镇赣南汽车城内B-02地块,25.74151,赣州,,S236001,1,216,14,,,J 江西,1031
18970139521,,赣州金涛汽车销售服务有限公司兴国分公司,115.371744,兴国县工业园区国兴汽车大市场内6#栋F1013-F1020 F1036-F1044号商铺,26.325078,赣州,,S736013M1,2,216,14,,,J 江西,1096
0796-2196568,,吉安汇成万方汽车销售服务有限公司,115.04 ,江西省监事青原区青原大道南物流汽贸中心5#地块,27.13,吉安,,S736028,1,267,14,343000,,J 江西,1125
0796-8190000,7583628,吉安华宏汽车有限公司,114.991173,江西省吉安市吉州区长塘镇城北汽车站,27.146284,吉安,,s736030,1,267,14,343000,,J 江西,1158
0701-5861966,,鹰潭华宏汽车有限公司,116.985061,江西省鹰潭市余江县中童镇乘龙村（手拉手国际汽车城内）,28.303264,鹰潭,,S736021,1,342,14,,,J 江西,904
0790-6850002,,新余邦田汽车服务有限公司,114.869398,江西省新余市仙女湖中心物流园区管理局,27.801922,新余,,S736029,1,373,14,338000,,J 江西,1134
0417-2951111-1,,营口红运汇众汽车销售服务有限公司,122.288627,辽宁省营口市渤海大街东段97号,40.673617,营口,,S721027,1,1,1,115000,,L 辽宁,1
0417-5543333,,营口红运顺众汽车销售服务有限公司,122.128266,辽宁省营口市鲅鱼圈区熊岳高速路口南红运汽车城内,40.232569,营口,,S221006,1,1,1,115007,,L 辽宁,818
0411-85570928          ,,瓦房店市顺发物资商贸有限公司,121.947891,辽宁省瓦房店市西长春路西段23号,39.642005,瓦房店,,S721018,1,2,1,116300,,L 辽宁,20
024-56590990,,抚顺和昆汽车销售服务有限公司,123.770203,辽宁省抚顺市望花区丹东路西段29号（新钢北门对面）,41.855971,抚顺,,S721035,1,3,1,113001,,L 辽宁,522
13470585627,,抚顺和昆汽车销售服务有限公司清原分公司,124.946065,清原县莱河路与白云街交汇处,42.100505,抚顺,,S721035M1,2,3,1,,,L 辽宁,1120
024-74012222,,铁岭市顺峰（集团）汽车销售服务有限公司,123.846871,铁岭市银州区柴河街南段35号,42.281829,铁岭,,S721028,1,4,1,112000,,L 辽宁,383
024-72236688,,铁岭和成汽车销售服务有限公司,123.771863,铁岭经济开发区机动车交易市场园区长江东路9号,42.222768,铁岭,,S721034,1,4,1,112000,,L 辽宁,567
13700104231,,铁岭和成汽车销售服务有限公司昌图分公司,124.109006,昌图县迎宾路翰林院小区6#楼16、17、18、19号商业网点,42.776386,铁岭,,S721034M1,2,4,1,,,L 辽宁,1087
0427-8266755,,盘锦隆达汽车产品销售服务有限公司,122.056656,辽宁省盘锦市经济开发区辽河路,41.158571,盘锦,,S721030,1,5,1,124000,,L 辽宁,281
0427-8590000,,盘锦伯骏汽车销售服务有限公司,122.079558,辽宁省盘锦市兴隆台区兴油街与芳草路交汇处（油田供应岗）,41.164548,盘锦,,S721049,1,5,1,,,L 辽宁,1050
024-25835555,,沈阳合众汽车服务有限公司,123.301769,辽宁省沈阳市于洪区巢湖街2号,41.802798,沈阳,,S721025,1,6,1,110141,,L 辽宁,17
024-88442688 ,,辽宁惠华汽车集团有限公司,123.512214,辽宁省沈阳市大东区东陵西路12号,41.820488,沈阳,,S721024,1,6,1,110043,,L 辽宁,212
024-62138888 ,,辽宁和兴大众汽车销售服务有限公司,123.370896,沈阳市铁西区北二中路18-1号,41.819091,沈阳,,S921003,1,6,1,110025,,L 辽宁,214
024-83504555,,沈阳和昊汽车销售服务有限公司,123.394926,沈阳市和平区胜利南街74号,41.79057,沈阳,,S721031,1,6,1,110001,,L 辽宁,448
024-25283333,,沈阳市庞大一众汽车销售有限公司,123.247742,沈阳市经济技术开发区沈辽西路115号,41.746823,沈阳,,S721037,1,6,1,110142,,L 辽宁,585
024-87108111,,沈阳惠华新业汽车销售服务有限公司,123.411493,辽宁法库经济开发区,42.498830,沈阳,,S221001,1,6,1,110400,,L 辽宁,696
024-27851116,,辽宁惠华新业集团新民汽车销售服务有限公司,104.201912,新民市外环路188号,35.867568,沈阳,,S221002,1,6,1,110300,,L 辽宁,778
024-62913333/62913888,,辽宁惠华新业集团辽中汽车销售服务有限公司,122.847883,辽宁省沈阳近海经济区近海南大街5号 ,41.515619,沈阳,,S221003,1,6,1,,,L 辽宁,950
00000000000,,沈阳合众汽车服务有限公司,123.487166,辽宁省沈阳市沈河区万柳塘路12号6门，7门,41.793941,沈阳,,S721025S1,3,6,1,110000,,L 辽宁,1155
0416-2667099                  ,,锦州通用汽车销售服务有限公司,121.143457,锦州市高新区南广路216号,41.087315,锦州,,S721019,1,7,1,121000,,L 辽宁,21
0416-2667155,,锦州川达汽车销售有限公司,121.142743,辽宁省锦州市太和区锦南路85-1号,41.086854,锦州,,S221007,1,7,1,121000,,L 辽宁,1129
0429-3183605,,葫芦岛市维立达汽车服务有限公司,120.863424,葫芦岛市龙港区龙湾大街60号,40.731270,葫芦岛,,S721013,1,8,1,125000,,L 辽宁,18
0418-2280488,,阜新永生工贸发展有限公司,121.774867,阜新市太平区新南环路39号,42.017338,阜新,,S721007,1,9,1,123000,,L 辽宁,203
0418-2162888,,阜新和利汽车销售服务有限公司,121.621736,阜新市经济开发区高新技术园区D路东三路北,42.009126,阜新,,S721036,1,9,1,123000,,L 辽宁,566
18241819955,,阜新和利汽车销售服务有限公司彰武分公司,122.525716,彰武县新兴路与G101交汇处,42.377177,阜新,,S721036M1,2,9,1,,,L 辽宁,1077
0415-2251768,,丹东曙光新天地汽车销售服务有限公司,124.352735,丹东市振兴区花园路51-18号,40.129657,丹东,,S721044,1,10,1,,,L 辽宁,826
0411-87844026,,大连汽贸集团汽车销售服务有限公司,121.707594,大连市金州区胜利路111号,39.100072,大连,,S921002,1,11,1,116100,,L 辽宁,215
0411-88010000-802,,大连通孚祥汽车贸易有限公司,121.846433,大连保税区中港北一路9号,39.047284,大连,,S721029,1,11,1,116033,,L 辽宁,452
0411-39011777,,大连禾众汽车销售服务有限公司,121.442528,大连市高新园区浩川园1号,38.852183,大连,,S721040,1,11,1,116000,,L 辽宁,743
0411-86602135,,大连弘鼎汽车销售服务有限公司,121.595032,大连市甘井子区华东路45号,38.978721,大连,,S721041,1,11,1,116031,,L 辽宁,774
0411-39621111,,大连中升汇众汽车销售服务有限公司,121.529207,辽宁省大连市甘井子区虹港路560号,38.967398,大连,,S721048,1,11,1,116039,,L 辽宁,816
0472-6198899,,大连中联伟业汽车销售有限公司,122.954051,辽宁省庄河市一环路一段999号,39.719661,大连,,S721043,1,11,1,116400,,L 辽宁,817
0412-8240088,,鞍山市中田汽车贸易有限公司,122.949261,辽宁省鞍山市铁西区西解放路195号,41.114269,鞍山,,S921017,1,12,1,114014,,L 辽宁,217
0412-7105111,,鞍山谛赢汽车销售服务有限公司,122.954019,鞍山市干山区西解放路东（达道湾镇吴三台子村）,41.150866,鞍山,,S721032,1,12,1,114014,,L 辽宁,509
0414-5995999/0414-5993888,,辽宁惠华集团本溪汽车销售服务有限公司,123.735109,辽宁省本溪市溪湖区彩北鲍家街,41.316382,本溪,,S721039,1,266,1,117000,,L 辽宁,608
0421-7191333,,辽宁惠华集团朝阳汽车销售服务有限公司,120.432061,朝阳市龙城区长江路6段558号,41.614095,朝阳,,S721038,1,272,1,122000,,L 辽宁,627
0421-7169555,,朝阳川达捷胜汽车销售服务有限公司,120.445044,辽宁省朝阳县柳城镇腰而营子村,41.511939,朝阳,,S721047,1,272,1,,,L 辽宁,1042
0419-3611111,,辽阳凯众汽车销售服务有限公司,123.220540,辽阳市宏伟区南环街二段,41.246104,辽阳,,S721033,1,308,1,111003,,L 辽宁,517
0419-8671111,,灯塔凯祥汽车销售服务有限公司,123.355,辽宁省灯塔市沈营公路外环西段南侧灯塔凯祥4s店,41.436637,辽阳,,S221004,1,308,1,,,L 辽宁,877
0476-4669807,,赤峰隆瑞商贸有限公司,118.969159,赤峰市敖汉旗新惠镇物流园区,42.299158,赤峰,,S215003,1,189,29,024300,,N 内蒙古,50
0476-8672188,,赤峰凯富达汽车服务有限公司,119.000434,内蒙古赤峰市红山区东郊村三组（新双拥杯东走三百米路北）,42.286176,赤峰,,S715011,1,189,29,024000,,N 内蒙古,298
0476-8280123,,赤峰坤驰汽车销售服务有限公司,118.921598,内蒙古赤峰市红山区桥北物流园区玉龙汽贸路001号,42.33526,赤峰,,S715032,1,189,29,024000,,N 内蒙古,771
0477-3995511,,鄂尔多斯市鑫安基业汽车销售有限责任公司,109.979560,鄂尔多斯市东胜区铁西新桥洞后第一家,39.827128,鄂尔多斯,,S715015,1,190,29,017000,,N 内蒙古,347
0477-3993222-1,,鄂尔多斯市鑫安汽车贸易服务有限责任公司,110.111106,鄂尔多斯鑫市东胜区铜川镇汽车博览园一汽大众4S店,39.796374,鄂尔多斯,,S715017,1,190,29,017000,,N 内蒙古,607
0477-3807899,,乌审旗鑫安亿恒汽车销售有限责任公司,108.805418,鄂尔多斯乌审旗嘎鲁图镇北汽配物流园区（一汽大众店）,38.576372,鄂尔多斯,,S215001,1,190,29,017000,,N 内蒙古,750
0471-3604177,,内蒙古亿阳汇众汽车销售有限公司,111.559587,内蒙古呼和浩特市金川开发区汇金道2号,40.805571,呼和浩特,,S715014,1,191,29,010080,,N 内蒙古,344
0471-3310968,,内蒙古利丰泰宇汽车服务有限公司,111.616423,内蒙古呼和浩特市回民区海拉尔西路利丰汽车文化广场,40.826625,呼和浩特,,S715021,1,191,29,010050,,N 内蒙古,453
0471--5272711,,内蒙古众和汽车销售服务有限公司,111.699164,呼和浩特市新城区兴安北路与北二环交汇处,40.870422,呼和浩特,,S715023,1,191,29,010050,,N 内蒙古,499
0471-5163888,,呼和浩特市庞大一众汽车销售服务有限公司,111.632980,呼和浩特市玉泉区南二环与云中路西南角,40.779332,呼和浩特,,S715027,1,191,29,010060,,N 内蒙古,674
0472-5100308,,包头德众汽车服务有限公司,109.872765,包头市稀土高新开发区幸福南路58号,40.637946,包头,,S715009,1,192,29,014030,,N 内蒙古,348
0472-2983366,,包头市惠众汽车服务有限公司,109.865215,内蒙古包头市青山区民族东路立交桥东100M路北,40.708748,包头,,S715033,1,192,29,014030,,N 内蒙古,631
0472-6198899,,包头庞大一众汽车销售服务有限公司,109.952362,包头市九原区210国道东哈屯高勒路南500米（铜厂院内）,40.600398,包头,,S715025,1,192,29,14060,,N 内蒙古,668
0470-8131777,,呼伦贝尔市华通汽车销售有限公司,119.80865,内蒙古呼伦贝尔市海拉尔区牙克石路,49.266744,呼伦贝尔,,S715016,1,193,29,021008,,N 内蒙古,45
0475-6337778,,通辽庞大一众汽车销售服务有限公司,122.229501,通辽经济技术开发区创业大道与阿古拉大街交汇处东南角,43.655211,通辽,,S715029,1,209,29,28000,,N 内蒙古,586
0475-6380922,,通辽市利丰泰宇汽车销售服务有限公司,122.321932,内蒙古通辽市科尔沁区霍林河大街东段利丰园区内,43.644201,通辽,,S715034,1,209,29,028000,,N 内蒙古,620
0478-8758888,,巴彦淖尔市航海汽车销售服务有限公司,107.458443,巴彦淖尔市临河区新华东街石化加油站旁边,40.77493,巴彦淖尔,,S715020,1,224,29,015000,,N 内蒙古,500
0473-6105601,,乌海市鑫安众诚汽贸有限公司,106.844412,内蒙古乌海市海勃湾区沃野路与林荫大道交汇处,39.707522,乌海,,S715022,1,243,29,16000,,N 内蒙古,568
0482-8263000,,兴安盟利丰泰宇汽车销售有限公司,122.022423,兴安盟乌兰浩特市盟都物流园区利丰园区,46.104197,乌兰浩特,,S715030,1,251,29,137400,,N 内蒙古,603
0474-4868888/0474-4868666,,乌兰察布市捷通众达汽车销售服务有限公司,113.157179,乌兰察布市察右前旗察哈尔工业园区达尔登大道东,40.949847,乌兰察布,,S715026,1,252,29,012000,,N 内蒙古,600
0479-8877789,,锡林浩特庞大一众汽车销售服务有限公司,116.044552,锡林浩特市经济开发区207国道西火车站南,43.919144,锡林浩特,,S715028,1,254,29,26000,,N 内蒙古,584
0951-8988839,,宁夏润众汽车销售服务有限公司,106.324829,银川市德胜工业园区109国道西侧10号,38.542031,银川,,S764001,1,195,30,750200,,N 宁夏,158
0951-8078555,,宁夏润之星汽车销售服务有限公司,106.316226,银川市兴庆区109国道西侧兴水路北侧,38.517194,银川,,S764003,1,195,30,750200,,N 宁夏,707
0951-8873111,,宁夏润之杰汽车销售服务有限责任公司,106.344826,银川贺兰县109国道以西，通山路以北,38.579015,银川,,S764002,1,195,30,750200,,N 宁夏,708
0952-2815777,,石嘴山市朗宁汽车销售服务有限责任公司,106.308222,大武口区大汝路西，自强路南,38.976888,石嘴山,,S764004,1,303,30,753000,,N 宁夏,756
0953-3950222,,吴忠市润众汽车销售服务有限公司,106.225970,吴忠市利通区利华街以东、世纪大道以北,38.010100,吴忠,,S264001,1,312,30,751100,,N 宁夏,787
0971-4123456,,青海海通汽车贸易有限公司,101.747592,青海省西宁市城北区生物科技产业园海湖大道28号,36.693074,西宁,,S763001,1,119,18,810001,,Q 青海,157
0971-4124888,,青海通瑞汽车贸易有限公司,101.882732,青海省西宁市八一东路15号,36.573038,西宁,,S763002,1,119,18,810007,,Q 青海,634
0979-8488898,,格尔木宝瑞通汽车贸易有限公司,94.957409,青海省海西蒙古族藏族自治州格尔木市昆仑经济技术开发区,36.392080,格尔木,,S263001,1,319,18,816000,,Q 青海,809
0972-8665577,,青海祥瑞通汽车贸易有限公司,102.162367,青海省海东市平安区平安镇大路村,36.497101,海东,,S263002,1,371,18,,,Q 青海,1052
021-69161222,,上海嘉安汽车销售有限公司,121.207680,上海市嘉定区嘉安公路2688号,31.348257,上海,,S931005,1,126,21,201821,,S 上海,87
021-56123308-108,,上海宝乐汽车销售服务有限公司,121.479591,上海市宝杨路1929号,31.399069,上海,,S931011,1,126,21,201900,,S 上海,88
021-52270233,,上海一汽汽车服务有限公司,121.329654,上海市闵行区华翔路69号,31.178287,上海,,S931002,1,126,21,201105,,S 上海,248
021-58216789,,上海永达汽车浦东贸易有限公司,121.568580,上海市浦东新区张杨路2761号,31.251117,上海,,S931007,1,126,21,200136,,S 上海,249
021-34312278,,上海开隆汽车服务有限公司,121.433413,上海市闵行区虹梅南路1528弄5号,31.124777,上海,,S931008,1,126,21,201103,,S 上海,250
021-63637698,,上海华星众捷汽车销售有限公司,121.395636,上海市普陀区真南路589号,31.274505,上海,,S931012,1,126,21,200331,,S 上海,251
021-61909008,,上海金旋汽车服务有限公司,121.450839,上海市奉贤区沪杭公路1068号,30.963648,上海,,S732053,1,126,21,201400,,S 上海,528
021-58516789,,上海永达豪捷汽车销售服务有限公司,121.565618,浦东新区御桥路1391号,31.162506,上海,,S732056,1,126,21,201204,,S 上海,529
021-66185868,,上海锦腾汽车销售服务有限公司,121.472530,上海市宝山区江杨南路1706号南区,31.343860,上海,,S931015,1,126,21,200439,,S 上海,594
021-60938800,,上海慕森汽车销售服务有限公司,121.652163,上海市浦东新区新场镇新坦瓦公路358号,31.071016,上海,,S931014,1,126,21,201314,,S 上海,601
021-64081020,7583182,上海交运起申汽车销售服务有限公司徐汇店,121.450633,上海市徐汇区龙吴路918号,31.150648,上海,,S931016,3,126,21,200030,,S 上海,1685
021-57770999,,上海东联北松汽车销售服务有限公司,121.283626,上海市松江区车墩镇北松公路6280号,31.00846,上海,,S931017,1,126,21,201611,,S 上海,804
021-69226789,,上海永达众鑫汽车销售服务有限公司,121.132836,上海市青浦区北青公路9568号,31.19319,上海,,S931018,1,126,21,,,S 上海,851
021-66075777,,上海华星鸿捷汽车销售服务有限公司,121.371914,上海市普陀区真南路2156号,31.288658,上海,,S931020,1,126,21,,,S 上海,902
021-58366789,,上海永达鑫悦汽车销售服务有限公司,121.62904,上海市浦东新区俱进路962号,31.305419,上海,,S931019,1,126,21,,,S 上海,1018
13761625855,,上海金旋汽车服务有限公司奉城分公司,121.643145,上海市奉贤区南奉公路98号,30.917933,上海,,7583178A1,4,126,21,200000,,S 上海,1142
028-85656888,,成都汇和汽车销售有限公司,103.943926,四川省成都市双流县商都路618号,30.602373,成都,,S751040,1,127,22,610000,,S 四川,82
028-87509919,,四川一汽贸易有限责任公司,103.996228,成都市金牛区蜀汉西路159号,30.719900,成都,,S951001,1,127,22,610091,,S 四川,107
028-85867333,,成都曙光汽车销售服务有限公司,104.033070,成都航空港开发区大荆路1号,30.576679,成都,,S951005,1,127,22,610211,,S 四川,108
028-66879988,,四川长征汽车贸易有限公司,104.152263,成都市三环路大观立交外侧89号,30.62143,成都,,S751006,1,127,22,610110,,S 四川,111
028-87617000,,成都市强生实业有限责任公司,104.045759,成都市交大路223号,30.714938,成都,,S751010,1,127,22,610018,,S 四川,113
028-85188880,,成都启新汽车服务有限责任公司,104.040554,成都高新区科园南一路2号,30.616076,成都,,S751021,1,127,22,610041,,S 四川,114
028-84493333,,四川华星大众汽车销售服务有限公司,104.180294,成都市东三环路二段成致路36号（龙潭工业园内）,30.688915,成都,,S751016,1,127,22,610052,,S 四川,116
028-85950192,,四川精典吉众汽车销售服务有限公司,104.0949,成都市三环路南三段锦江工业园区,30.600833,成都,,S751022,1,127,22,610063,,S 四川,256
028-85177332,,东创建国汽车集团成都天弘车业有限公司,104.032388,成都市火车南站西路1949号,30.591699,成都,,S751025,1,127,22,610000,,S 四川,459
028-85370688,,四川申蓉和浩汽车销售服务有限公司,103.983094,成都市武侯大道南延线武兴路,30.626919,成都,,S751026,1,127,22,610000,,S 四川,519
028-83983988,,成都启阳远航汽车销售服务有限公司,104.091884,成都市新都区大丰街道高家社区6组,30.763602,成都,,S751034,1,127,22,610504,,S 四川,650
028-61358777,,成都宏羽众信汽车销售服务有限公司,103.950512,成都市青羊区文家大道1号青羊工业园区益友园区（一汽大众4S店）,30.703137,成都,,S751036,1,127,22,610019,,S 四川,686
028-85023333,,成都运通博恩汽车销售有限公司,104.018011,成都市武侯区星狮路600号,30.630088,成都,,S751033,1,127,22,610043,,S 四川,738
028-82226555,,崇州瑞龙汽车销售服务有限公司,103.697195,四川省崇州市滨河路南二段（崇州看守所旁）,30.592182,成都,,S751037,1,127,22,611230,,S 四川,781
028-69390000,,成都广汇申蓉汇通汽车销售服务有限公司,104.417025,成都市金堂县赵镇迎宾大道二段13号,30.845834,成都,,S251004,1,127,22,,,S 四川,845
028-69929666,,成都汇腾汽车销售服务有限公司,103.538469,成都市蒲江县鹤山镇工业集中发展区工业南路8号,30.209279,成都,,S251003,1,127,22,,,S 四川,846
028-87297888,,都江堰阔龙汽车销售服务有限公司,103.663858,成都市四川都江堰经济开发区上阳街496号,31.028874,成都,,S751043,1,127,22,,,S 四川,858
028-68965588,,四川申蓉雅泰汽车销售服务有限公司,104.088067,成都市新都区斑竹园镇701号申蓉汽车园,30.821221,成都,,S751042,1,127,22,,,S 四川,875
028-63165588,,成都浩龙汽车销售服务有限公司,104.296622,成都市龙泉驿区聚和村五组,30.585106,成都,,S751041,1,127,22,,,S 四川,910
028-68930666,,成都市泰鸿宇汽车贸易有限责任公司,104.258627,成都市龙泉驿区星光中路97号 ,30.559569,成都,,S751044,1,127,22,,,S 四川,993
028-69516888,,四川金信华远汽车销售有限公司,103.940406,成都市郫县红光镇高店路西段358号,30.786171,成都,,S751047,1,127,22,,,S 四川,1011
028-82590888,,四川虹润汽车贸易有限公司,103.85346,四川省新津县花桥镇龚巷村5组,30.436873,成都,,S251007,1,127,22,,,S 四川,1032
028-88804636,,邛崃恒信汽车销售有限公司,103.48927,成都市邛崃市临邛镇双石街1号,30.408204,成都,,S751052,1,127,22,,,S 四川,1034
028-83833831,,彭州瑞龙汽车销售服务有限公司,103.956152,成都市彭州市天彭大道666号（致和加油站对面）,30.966237,成都,,S251006,1,127,22,,,S 四川,1037
0833-2600666,,乐山市华茂车业有限责任公司,103.743103,四川省乐山市中区通江镇王河园天牛汽车城,29.617852,乐山,,S751051,1,128,22,614000,,S 四川,475
18784553935,,乐山市华茂车业有限责任公司,123.487166,峨眉山市红星中路工业园区99号,41.793941,乐山,,S751051M1,2,128,22,614000,,S 四川,1156
0817-3513777,,南充明云惠民车业有限公司,106.175225,四川南充市高坪区机场大道东顺路68号,30.77658,南充,,S751039,1,129,22,637000,,S 四川,728
0817-8699388,,南充明云运行车业有限公司,106.054107,南充市顺庆区潆溪镇川东北汽贸中心,30.887963,南充,,S751045,1,129,22,,,S 四川,955
15885086826,,南充明云惠民车业有限公司阆中分公司,106.175225,阆中市七里办事处工业园区变电站南路,30.77658,南充,,S751039M1,2,129,22,,,S 四川,1116
0816-6339888,7585153,绵阳路易汽车销售服务有限公司,104.6887682025,四川省绵阳市科创园区创业大道242号,31.4885726490,绵阳,,S751057,3,130,22,621000,,S 四川,2030
0838-2600417,,四川德阳川西汽车销售服务有限公司,104.392586,德阳市八角工业园区川西汽车城,31.080438,德阳,,S751017,1,131,22,618000,,S 四川,117
0838-2226767,,德阳万路众悦汽车销售服务有限公司,104.389320,四川省德阳市岷江西路2段79号,31.131285,德阳,,S751028,1,131,22,618000,,S 四川,574
0838-5288688,,四川广汉恒达汽车销售有限公司,104.312108,广汉市北外乡云盘村3社 ,31.001531,德阳,,S251002,1,131,22,,,S 四川,927
0812-2321488,,攀枝花市力行工贸有限责任公司,101.708086,四川攀枝花市仁和区南山经济发展区橄榄坪园区,26.53091,攀枝花,,S951012,1,132,22,617000,,S 四川,110
0830-2597888,,泸州松明汽贸有限公司,105.43563,泸州市江阳区未来大道江南轻工业集中发展区,28.848145,泸州,,S751019,1,133,22,646000,,S 四川,119
028-38266888,,四川省眉山市建国汽车有限公司,103.831868,四川省眉山市东坡区三苏大道128号,30.063827,眉山,,S751024,1,221,22,620010,,S 四川,488
028-37706666,,四川仁寿恒信汽车销售有限公司,104.157753,四川眉山市仁寿县仁寿大道,30.005690,眉山,,S251001,1,221,22,620500,,S 四川,802
0813-7220099,7585185,自贡市和众汽车销售服务有限公司富顺分公司,104.963950601,"富顺县釜江大道西段(客运中心出口,绿科加气站旁)",29.17965549,自贡,,S751027,2,260,22,643200,,S 四川,2031
0818-2518888/0818-2350136/0818-2350131,,达州市新世纪汽车销售服务有限公司,107.475135,达州市天然气能源化工产业园区长田隧道出口右侧,31.179523,达州,,S751029,1,268,22,635000,,S 四川,612
0818-3139999,,达州市天汇汽车销售服务有限公司,107.511983,四川省达州市达川区南外二号干道天马汽车城,31.177211,达州,,S751054,1,268,22,,,S 四川,1055
0839-3356001,7582152,广元锦润弘达汽车销售服务有限公司,105.777972,广元经济技术开发区下西王家营业工业园区,32.422488,广元,,s751058,1,271,22,628000,,S 四川,1159
0825-2327000,,遂宁市瑞胜汽车销售有限公司,105.573536,四川省遂宁市船山区中国西部现代物流港,30.463166,遂宁,,S751035,1,306,22,629000,,S 四川,759
0832-8736666,,内江瑞龙汽车销售服务有限公司,105.036124,内江市市中区汉渝大道259号,29.590711,内江,,S751038,1,332,22,,,S 四川,859
028-26573888,,资阳清巍茂源汽车销售服务有限公司,104.698264,四川省资阳市雁江区城东新区迎宾大道中段2号 ,30.090298,资阳,,S751046,1,353,22,,,S 四川,967
0831-2201555,,宜宾申蓉致鑫汽车销售服务有限公司,104.67175,宜宾市临港经济开发区飞云路北段72号,28.798849,宜宾,,S751048,1,362,22,,,S 四川,1024
0826-8182888,,广安联众恒信汽车销售服务有限公司,106.708231,广安市前锋区护安镇汽博城,30.511412,广安,,S751049,1,363,22,,,S 四川,1025
0827-7705555,,巴中瑞龙汽车销售服务有限公司,106.794852,巴中市巴州区后河桥浅水湾上行600米,31.862233,巴中,,S751053,1,367,22,,,S 四川,1038
0835-2618666,,雅安市和佳汽车销售服务有限公司,102.96,四川省雅安市多营镇茶马大道78号,29.99,雅安,,S751055,1,372,22,625000,,S 四川,1126
0534-2360111,,德州汇众汽车销售技术服务有限公司,116.315221,德州市大学路金车汽贸广场,37.476808,德州,,S737030,1,144,24,253000,,S 山东,54
0534-2660705,,德州华运汽贸销售服务有限公司,116.328159,德州市德城区东风中路265号,37.448702,德州,,S737048,1,144,24,253009,,S 山东,69
0534-3526789,,夏津汇达汽车销售有限公司,116.028571,山东省德州市夏津县北城街道办事处苦水村,37.004302,德州,,S237012,1,144,24,,,S 山东,862
18905340661,,德州华运汽贸销售服务有限公司禹城分公司,116.607104,禹城市十里望镇省道101路西天主教堂南200米,36.933008,德州,,S737048M1,2,144,24,,,S 山东,1098
13605349599,,德州汇众汽车销售技术服务有限公司陵县分公司,116.60007,山东省德州市陵县南外环东首陵城汽贸城,37.329124,德州,,S737030M1,2,144,24,,,S 山东,1099
