vd_salePhone,vd_serviceCode,vd_dealerName,vd_longitude,vd_address,vd_latitude,vc_name,vd_url,vd_dealerCode,vd_dealerType,vd_city,vd_province,vd_postCode,vd_fax,vp_name,vd_id
0930-6220108,,临夏州源通汽车销售有限公司,103.242024,甘肃省临夏州临夏市南龙镇穆斯林物流园区,35.591771,临夏,,S262002,1,360,2,,,G 甘肃,1010
0934-8357222/8357333,,庆阳恒众汽车销售服务有限公司,107.624082,甘肃省庆阳市西环路北段延伸段陇东汽车城 ,35.771272,庆阳,,S762019,1,369,2,,,G 甘肃,1040
0851-3816688,,贵州利和汽车贸易有限公司,106.749525,贵阳市孟关国际汽车城,26.410432,贵阳,,S952002,1,42,6,550006,,G 贵州,120
0851-83849555,,贵州四扬汽车销售服务有限公司,106.719347,贵阳市小河西南环线150号,26.510971,贵阳,,S952007,1,42,6,550009,,G 贵州,121
0851-6502525,,贵州汽车修理公司,106.670168,贵阳市云岩区白云大道224号,26.614067,贵阳,,S952003,1,42,6,550003,,G 贵州,257
0852-7349888,,遵义华来金汽车贸易有限公司,106.888579,贵州省遵义市遵义县遵南大道黔北汽博中心,27.633758,遵义,,S752001,1,43,6,563100,,G 贵州,9
0852-3160111,,遵义市千汇汽车销售服务有限公司,106.941489,贵州省遵义市汇川区汇川大道中段一汽-大众4S店内,27.745571,遵义,,S752002,1,43,6,563000,,G 贵州,727
0851-27557555,,遵义鑫华众汽车销售服务有限公司,107.094947,贵州省遵义市新蒲新区新龙大道汽车市场,27.724526,遵义,,S752011,1,43,6,,,G 贵州,1056
0859-3734888,,兴义市恒信众联汽车销售服务有限公司,104.863754,兴义市坪东大道木贾物流园内,25.13161,兴义,,S752003,1,291,6,562400,,G 贵州,678
0853-3517888,,安顺恒信众联汽车销售服务有限公司,106.009786,贵州省安顺市西秀区工业园两六公路1.5公里处,26.281347,安顺,,S752005,1,316,6,561000,,G 贵州,803
0855-8690666,,凯里恒信众联汽车销售服务有限公司,107.918256,凯里市鸭塘镇果园场舟溪路口,26.536754,凯里,,S752004,1,317,6,556000,,G 贵州,31
0856-3465777,,铜仁恒信众联汽车销售服务有限公司,109.170826,贵州省铜仁市万山区谢桥办事处塘家寨村火焰塘村民组63号,27.690324,铜仁,,S752008,1,341,6,,,G 贵州,900
0854-8311456,,都匀恒信众联汽车销售服务有限公司,107.466488,贵州省都匀市甘塘产业园区文明村佘家村,26.315463,都匀,,S752007,1,344,6,,,G 贵州,909
0858-6238688,,六盘水和通汽车销售服务有限公司,104.914654,贵州省六盘水市红桥新区,26.545693,六盘水,,S752006,1,348,6,,,G 贵州,925
0312-5999000/5999001,,保定市中冀汽车贸易集团有限公司,115.573948,保定市七一东路民营科技园中冀汽贸,38.88152,保定,,S713017,1,54,8,071000,,H 河北,43
0312-2062000,,保定市耀达正博汽车销售服务有限公司,115.550762,保定市长城北大街2353号,38.911077,保定,,S713053,1,54,8,071000,,H 河北,56
0312-2811288,,高碑店市新海轿车销售有限公司,115.872201,河北省高碑店市亚威桥西亚威路1号,39.349029,保定,,S213011,1,54,8,074000,,H 河北,346
0312-5081111/0312-5081112,,保定市朗尊汽车销售服务有限公司,115.497064,保定市南二环路1968号,38.823177,保定,,S713038,1,54,8,071000,,H 河北,675
0312-2351158,,定州轩宇俊鹏汽车销售服务有限公司,114.932116,定州市长安工业园工业学校西行100米路南,38.554437,保定,,S713054,1,54,8,,,H 河北,856
0312-3188276/3188277,,保定轩宇昆泰汽车销售服务有限公司,115.475053,保定市朝阳北大街1211号,38.908043,保定,,S713062,1,54,8,,,H 河北,1027
0319-2619666,,邢台亿龙汽车销售服务有限公司,114.493080,邢台市北外环迎宾路中段,37.110635,邢台,,S713022,1,56,8,54001,,H 河北,39
0319-5559999,,邢台瑞龙汽车服务有限公司,114.454416,邢台市桥西区郭守敬大道两侧,37.105943,邢台,,S713035,1,56,8,54000,,H 河北,556
0319-3222000,,邢台阔龙汽车销售服务有限公司,114.534374,邢台市桥东区北外环长信段路南梁庄北路A座,37.110031,邢台,,S713043,1,56,8,054000,,H 河北,793
0319-5539988,,清河县惠龙汽车销售服务有限公司,115.677433,河北省清河县新世纪大街北侧文昌中路东侧,37.048644,邢台,,S213018,1,56,8,,,H 河北,835
15930065586,,邢台亿龙汽车销售服务有限公司宁晋县分公司,114.909057,邢台市宁晋县西三环东侧、庆和街北侧,37.634044,邢台,,S713022M1,2,56,8,,,H 河北,1089
13903295454,,清河县惠龙汽车销售服务有限公司南宫分公司,115.420688,河北省南宫市腾飞路与邢德线交叉口东侧蓝池汽车城院内,37.339065,邢台,,7581362A1,4,56,8,054000,,H 河北,1145
0315-2863801,,唐山市冀东汽车销售有限公司,118.204365,唐山市路南区复兴路南口1号,39.604189,唐山,,S713005,1,57,8,063000,,H 河北,40
0315-5368088,,乐亭县荣川朗基伦汽车销售有限公司,118.939271,河北省唐山市乐亭县东外环庞河加油站北100米荣川汽贸,39.433066,唐山,,S213014,1,57,8,,,H 河北,118
0315-5161515,,唐山市庞大一众汽车销售有限公司,118.157573,唐山丰润区唐丰路西侧,39.785692,唐山,,S713034,1,57,8,064000,,H 河北,598
0315-7612161,,迁安市庞大一众汽车销售有限公司,118.731723,河北省迁安市丰安大路南段西侧,40.000254,唐山,,S713036,1,57,8,064400,,H 河北,619
0315-5285677,,唐山朗基伦汽车销售有限公司,118.112295,唐山市机场路立交桥北侧荣川汽车园区,39.675884,唐山,,S713016,1,57,8,064001,,H 河北,647
0315-5037887,,滦县庞大一众汽车销售有限公司,118.725975,河北省唐山滦县新城立交桥东侧,39.764076,唐山,,S713049,1,57,8,063700,,H 河北,687
0315-5775111,,唐山市庞大众跃汽车销售服务有限公司,118.267108,唐山开平区开越路东侧唐山现代装备制造工业区内,39.639122,唐山,,S713045,1,57,8,063021,,H 河北,741
0315-5037887,,滦南荣川朗基伦汽车销售有限公司,118.672372,河北省唐山市滦南县城汽车检修站东行200米,39.498329,唐山,,S213006,1,57,8,063500,,H 河北,766
0315-5050200,,玉田县庞大一众汽车销售有限公司,117.718056,河北省唐山市玉田县高西外环银河中学东侧 ,39.902042,唐山,,S713051,1,57,8,,,H 河北,941
0315-8355111,,唐山市富瑞汽车贸易有限公司,118.086999,唐山市丰南区西南环线与迎宾大道交叉口南侧,39.593448,唐山,,S713056,1,57,8,,,H 河北,1012
0335-3869195-1,,秦皇岛新源汽车销售维修有限公司,119.567535,秦皇岛市海港区北港大街101号,39.982618,秦皇岛,,S713004,1,59,8,066000,,H 河北,231
0335-7992900,,青龙满族自治县庞大一众汽车销售有限公司,118.902277,河北省秦皇岛市青龙满族自治区青龙镇逃军山村,40.415653,秦皇岛,,S213005,1,59,8,066500,,H 河北,765
0335-5807000,,秦皇岛市庞大一众汽车销售有限公司,119.518289,秦皇岛市经济技术开发区祁连山北路,39.953349,秦皇岛,,S713029,1,59,8,,,H 河北,843
0316-6060068,,廊坊市冀东汽车销售有限公司,116.753895,河北省廊坊市开发区金源道100号,39.579564,廊坊,,S713009,1,60,8,065000,,H 河北,228
0316-5755777,,三河巨丰弘迪汽车维修服务有限公司,116.856427,河北省三河市燕郊开发区东环路雪花啤酒厂北侧,39.973071,廊坊,,S213003,1,60,8,065201,,H 河北,695
0316-2807222,,廊坊市庞大一众汽车销售服务有限公司,116.672466,廊坊市安次区安次工业园区,39.487103,廊坊,,S713044,1,60,8,065000,,H 河北,740
0316-5616000/2727916,,大城县亿龙汽车销售有限公司,116.654304,河北省廊坊市大城县现代制造业园区,38.793648,廊坊,,S213012,1,60,8,,,H 河北,852
18033621010,,霸州市云海汽车销售服务有限公司,116.393878,河北省霸州市京开路西侧牛业庄村 ,39.092672,廊坊,,S713059,1,60,8,,,H 河北,942
0311-85653338 ,,河北众捷汽车贸易有限公司,114.554123,石家庄市北二环东路86号,38.080165,石家庄,,S713025,1,61,8,050000,,H 河北,38
0311-86129771,,河北世纪汽车贸易有限公司,114.520286,石家庄市南二环东路3号,38.007775,石家庄,,S713011,1,61,8,050021,,H 河北,226
0311-83861699,,石家庄市冀中汽车贸易有限公司,114.443075,石家庄市西二环南路188号,38.026477,石家庄,,S713027,1,61,8,050091,,H 河北,227
0311-68008822,,石家庄市庞大一众汽车销售有限公司,114.447739,石家庄市和平西路598号,38.068572,石家庄,,S713039,1,61,8,050000	,,H 河北,639
0311-89895788,,石家庄晨阳和众汽车贸易有限公司,114.601954,石家庄市长安区和平东路453号,38.06183,石家庄,,S713042,1,61,8,050000,,H 河北,770
0311-87779977,,石家庄晨阳汽车贸易有限公司,114.463612,石家庄市北二环西路318号,38.091374,石家庄,,S713018,1,61,8,,,H 河北,827
0311-87516066,,石家庄晨阳博众汽车贸易有限公司,115.081326,河北省石家庄晋州市中兴路与东环交叉口西北角,38.030879,石家庄,,S213016,1,61,8,,,H 河北,860
0311-87538777,,石家庄晨阳详云汽车贸易有限公司,114.576724,正定县燕赵大街与107国道交叉口路东南侧 ,38.183629,石家庄,,S713058,1,61,8,,,H 河北,938
0311-83499281,,辛集市车是客汽车贸易有限公司,115.219486,河北省辛集市迎宾路北段西侧 ,37.965042,石家庄,,S713057,1,61,8,,,H 河北,939
0311-87526001,,石家庄晨阳汇众汽车贸易有限公司,114.829636,藁城市廉州镇南马村（藁梅路中段路西） ,38.019476,石家庄,,S213017,1,61,8,,,H 河北,946
13831150791,,石家庄晨阳汽车贸易有限公司无极县分公司,114.984157,河北省石家庄市无极县S234省道西侧,38.237009,石家庄,,S713018M1,2,61,8,,,H 河北,1097
0310-5568886,,邯郸市顺达汽车贸易有限公司,114.222738,河北省邯郸市武安市摩托车市场北,36.711971,邯郸,,S713020,1,62,8,056300,,H 河北,292
0310-8030300,,邯郸市华信泰达汽车贸易有限公司,114.544931,邯郸市东环路与雪驰路交叉口西行50米路北,36.598779,邯郸,,S713026,1,62,8,56000,,H 河北,356
0310-5708588,,邯郸市华迈汽车销售服务有限公司,114.510451,北环路与新兴大街交叉口东200米路南汽车北站院内东侧,36.660748,邯郸,,S713033,1,62,8,056002,,H 河北,496
0310-6500333,,邯郸市帅祺汽车贸易有限公司,115.120265,河北省邯郸市大名县城西大道北侧（大名县耀华国际汽车城内）,36.302245,邯郸,,S213001,1,62,8,056900,,H 河北,749
0310-8139881,,邯郸市华信进贤汽车贸易有限公司,114.526003,邯郸县南堡乡中堡村（支漳河以东，滏东大街南延以西）,36.57251,邯郸,,S713041,1,62,8,56001,,H 河北,799
0310-5509999,,邯郸市华锦汽车销售服务有限公司,114.47029,邯郸市邯山区邯磁路北张庄村北,36.566803,邯郸,,S713048,1,62,8,,,H 河北,848
0310-6666611/6666950,,永年县瑞龙汽车销售服务有限公司,114.512542,河北省邯郸市永年县临名关镇开发区火炬街东段路南 ,36.792116,邯郸,,S213013,1,62,8,,,H 河北,947
0310-5071818,,磁县万合汽车贸易有限公司,114.409296,河北省邯郸市磁县磁州镇西候召村东 ,36.361714,邯郸,,S213015,1,62,8,,,H 河北,997
0317-3089333,,沧州市瑞华汽车贸易有限公司,116.924253,沧州市开发区沧盐路与307国道交叉口南行500米路东,38.283281,沧州,,S713052,1,63,8,061000,,H 河北,19
0317-8888872,,黄骅市前进汽车服务有限公司,117.343625,河北省黄骅市平安大街与学院路交口北行200米,38.391218,沧州,,S713055,1,63,8,061100,,H 河北,340
0317-3561117,,沧州运通汽车销售服务有限公司,116.899890,河北省沧州市北郊津德路石油北库北5号,38.369097,沧州,,S713021,1,63,8,061000,,H 河北,389
0317-2175711,,沧州庞大一众汽车销售有限公司,116.817514,沧州高新技术产业开发区西安路南侧27号,38.3439,沧州,,S713046,1,63,8,061000,,H 河北,742
0317-5580980,,河间市润众达汽车销售服务有限公司,116.168976,河北省河间市经济技术开发区齐会大街与胜利路交岔口,38.454726,沧州,,S213007,1,63,8,,,H 河北,861
0317-5665888,,泊头市运东汽车销售服务有限公司,116.629573,泊头市工业区二号路与武港路交叉口 ,38.081271,沧州,,S213019,1,63,8,,,H 河北,948
15733708888,,任丘市瑞丰汽车销售服务有限公司献县公司,116.122685,献县城南106国道法院对面,38.180419,沧州,,S913006M1,2,63,8,,,H 河北,1088
0318-2100000,,衡水烨通汽贸有限公司,115.641802,衡水市胜利西路2177号,37.7429,衡水,,S713019,1,64,8,53000,,H 河北,391
0318-2875666,,衡水瑞龙汽车销售服务有限公司,115.685641,衡水滨湖新区东湖大道西侧，教育园区南侧（彭杜乡赵社村）,37.702021,衡水,,S713047,1,64,8,053000,,H 河北,716
0318-7897777-808,,衡水恒德安发汽车销售有限公司,115.534545,安平县正饶路南（汽车站东行100米路南）,38.222306,衡水,,S213002,1,64,8,053600,,H 河北,767
0318-8568555,,衡水阔龙汽车销售服务有限公司,115.706451,衡水市枣强县江家庄村索沪河以南肃临线以西,37.509761,衡水,,S213008,1,64,8,,,H 河北,847
0314-2100002,,承德市庞大一众汽车销售有限公司,117.990937,承德市双桥区大石庙镇太平庄村二化厂东,40.893193,承德,,S713030,1,206,8,067000,,H 河北,485
0313-5925111,,张家口市庞大一众汽车销售有限公司,114.934026,张家口市宣化县沙岭子镇太师湾村,40.689942,张家口 ,,S713031,1,207,8,075131,,H 河北,446
0313-5892299,,张家口市庞大众腾汽车销售有限公司,114.908861,张家口市高新区张宣公路旁十三里西侧 ,40.769936,张家口 ,,S713050,1,207,8,,,H 河北,940
0315-6938133,,遵化市庞大一众汽车销售有限公司,117.959244,河北省遵化市西留村乡白方寺村,40.14835,遵化,,S713037,1,237,8,064200,,H 河北,555
0372-2971888,,安阳市宝捷汽车贸易有限责任公司,114.353133,安阳市彰德路南段,36.081729,安阳,,S741013,1,44,7,455000,,H 河南,320
0372-5378806、5378807,,安阳市世达汽车销售服务有限公司,114.421000,安阳市文峰区光明路南段路东（豫北汽车市场对面）,36.060397,安阳,,S741030,1,44,7,455000,,H 河南,798
0372-3755555,,滑县锦程汽车销售服务有限公司,114.600382,滑县滑东新区中州大道与东环路交叉口,35.571241,安阳,,S241008,1,44,7,,,H 河南,863
0372-5548888,,林州德众汽车销售服务有限公司,113.889014,林州市南林高速口向西1000米路南,36.054262,安阳,,S241007,1,44,7,,,H 河南,915
0374-8312555,,许昌恒业汽车销售有限公司,113.870991,许昌市南外环路东段车管所对面,33.988085,许昌,,S741014,1,45,7,461100,,H 河南,350
0374-6566555,,长葛市恒业汽车销售有限公司,113.831331,长葛市魏武大道与仁和路交叉口 ,34.185694,许昌,,S241005,1,45,7,,,H 河南,949
0374-8123555,,禹州恒业汽车销售有限公司,113.521613,禹州市轩辕大道北段东侧 ,34.16107,许昌,,S241010,1,45,7,,,H 河南,980
13782241234,,许昌恒业汽车销售有限公司鄢陵分公司,113.871245,许昌市鄢陵县金汇大道与鄢望路交叉口东200米路北（车管所斜对面）,33.987864,许昌,,S741014M1,2,45,7,,,H 河南,1108
0373-7102555,,新乡市坤丰汽车销售有限公司,114.064421,河南省新乡市新长北线以南经六路以西,35.293041,新乡,,S741032,1,46,7,453009,,H 河南,42
0373-5112000,,新乡市世通汽车贸易有限责任公司,113.878483,河南省新乡市南环路李村路口,35.265678,新乡,,S741009,1,46,7,453000,,H 河南,310
0373-8061156,,长垣世通汽车贸易有限公司,114.652204,长垣大道中段路南,35.186125,新乡,,S241002,1,46,7,453400,,H 河南,775
0373-5976333,,辉县市世通汽车销售有限公司,113.827791,辉县市孟庄镇段屯卫柿路南,35.448274,新乡,,S241009,1,46,7,,,H 河南,879
13837331281,,新乡市世通汽车贸易有限责任公司原阳分公司,114.055146,原阳县北干道与310省道交汇处东街汽车城内,35.095491,新乡,,S741009M1,2,46,7,,,H 河南,1071
0393-8940777,,濮阳市宝捷汽车销售服务有限公司,115.12464,濮阳市中原路与106国道交叉口南300米路东,35.771976,濮阳,,S741015,1,47,7,457001,,H 河南,171
0395-2182115,,漯河市宝捷汽车销售服务有限公司,114.004736,漯河市贸易区107国道柳江路口南200米,33.560797,漯河,,S741011,1,48,7,462000,,H 河南,319
0379-63978666,,洛阳伯乐汽车有限公司,112.512670,河南省洛阳市瀍河区启明南路159号,34.687523,洛阳,,S741005,1,49,7,471000,,H 河南,404
0379-60602777,,洛阳开元汽车销售服务有限公司,112.383428,洛阳市洛龙区洛龙科技园开元大道与园二路交叉口西200米,34.588759,洛阳,,S741023,1,49,7,471023,,H 河南,772
0379-80873111,,洛阳盛业汽车有限公司,112.465398,洛阳市伊川县城关镇高新路与高科路交叉口,34.463058,洛阳,,S241001,1,49,7,471000,,H 河南,777
0379-65172333,,洛阳吉众汽车有限公司,112.503312,洛阳市洛龙区太康东路与汇通街交叉口西200米 ,34.632362,洛阳,,S741034,1,49,7,,,H 河南,945
18638888425,,洛阳伯乐汽车有限公司新安分公司,112.129719,洛阳市新安县新城西区滨湖新城门市房,34.739303,洛阳,,S741005M1,2,49,7,,,H 河南,1110
0378-3863388,,开封市万宝汽车贸易有限公司,114.308603,开封市金明大道88号,34.786615,开封,,S741016,1,50,7,475000,,H 河南,351
0371-26851666,,开封万宝汽车销售服务有限公司,114.470109,开封县园区路以北经一路以西 ,34.757109,开封,,S741037,1,50,7,,,H 河南,944
0391-3556555 ,,焦作市云洲汽车贸易有限公司,113.269325,焦作市迎宾大道沙河桥南500米,35.158411,焦作,,S741010,1,51,7,454000,,H 河南,402
0391-8868777,,焦作国安汽车有限公司,113.297759,焦作市建设东路与中原路交叉口 ,35.252591,焦作,,S741039,1,51,7,,,H 河南,961
0391-6606777,,济源市永嘉汽车销售有限公司,112.64964,河南省济源市新济路车管所东300米路北一汽大众4S店 ,35.092839,焦作,,S741040,1,51,7,,,H 河南,964
0371-66777706,,河南裕华奥捷汽车销售服务有限公司,113.742974,河南省郑州市经济技术开发区航海东路1239号,34.726890,郑州,,S741008,1,52,7,450016,,H 河南,170
0371-65730522,,河南豫港华翔汽车销售服务有限公司,113.687486,郑州市花园路148号,34.812456,郑州,,S741012,1,52,7,450000,,H 河南,349
0371-65697188、65595777,,河南合众汇金实业有限公司,113.682313,郑州市惠济区花园路与开元路交汇处西北角（开元路1号）,34.873224,郑州,,S741018,1,52,7,450000,,H 河南,372
0371-65550078,,河南万通一汽贸易有限公司,113.699643,郑州市中州大道（原107国道）森林公园向北1500米路西,34.830925,郑州,,S741004,1,52,7,450000,,H 河南,405
0371-60306111,,河南润众实业有限公司,113.556092,郑州市高新区化工路98号,34.788172,郑州,,S741022,1,52,7,450000,,H 河南,524
0371-55181111,,河南合众明德汽车销售服务有限公司,113.645575,郑州市二七区航海路165号,34.726462,郑州,,S741031,1,52,7,450000,,H 河南,688
0371-62370555,,郑州庞大一众汽车销售有限公司,113.860024,郑州市白沙镇白沙园区康庄路以东物流通道以南,34.763842,郑州,,S241003,1,52,7,,,H 河南,833
0371-67817888,,郑州东佳汽车销售服务有限责任公司,113.498583,郑州市中原区须水镇郑上路与兰州路交汇处向西500米路北,34.770327,郑州,,S741033,1,52,7,,,H 河南,906
0371-61077000,,巩义合众汇金汽车销售服务有限公司,113.035958,巩义市河洛路与紫荆路交叉口向东500米路南 ,34.781565,郑州,,S741036,1,52,7,,,H 河南,960
0371-60289666,,新密恒信众联汽车销售服务有限公司,113.426126,新密市新华路办事处赵坡村赵坡97号 ,34.539022,郑州,,S741041,1,52,7,,,H 河南,972
13526876536,,河南万通一汽贸易有限公司登封分公司,113.105727,河南省登封市少林大道东段韩村车友汽车城,34.458373,郑州,,S741004M1,2,52,7,,,H 河南,1102
0371-55230666,,郑州威佳众恒汽车销售服务有限公司,113.794456,郑州市郑东新区商都路圃田威佳汽车园一汽大众4S店,34.748115,郑州,,S741046,1,52,7,450000,,H 河南,1128
0377-61531188,,南阳众业汽车有限公司,112.598337,南阳市312国道（新检察院西200米路北）,33.031245,南阳,,S741027,1,53,7,473000,,H 河南,559
13782117690,,南阳众业汽车有限公司淅川分公司,112.59825,河南省南阳市淅川县上集镇西坪头大桥东200米淅川汽车新城,33.031297,南阳,,S741027M1,2,53,7,,,H 河南,1105
18623995559,,南阳众业汽车有限公司西峡分公司,112.523761,河南省南阳市西峡县人民路与东环路交叉口（原天地豪情）南500米路东一汽大众南阳众业西峡分公司,33.015211,南阳,,S741027M2,2,53,7,,,H 河南,1106
0394-8592288,,周口市和荣汽车销售服务有限公司,114.682601,河南省周口市川汇区北环路（太清路）东段,33.656611,周口,,S741026,1,238,7,466000,,H 河南,557
0394-8531888,,周口宏威汽车销售服务有限公司,114.721962,周口市交通大道东段路北（中原驾校西侧）,33.596522,周口,,S741045,1,238,7,466000,,H 河南,1132
0396-3831115,,驻马店市和美汽车销售服务有限公司,114.072116,河南省驻马店市华骏大道华骏车城中段,32.989642,驻马店,,S741024,1,239,7,463000,,H 河南,582
0375-7399999,,平顶山市华天汽车销售服务有限公司,113.321727,平顶山市神马大道与新华路交叉口西500米路北,33.724456,平顶山,,S741020,1,240,7,467000,,H 河南,560
0375-3919999,,平顶山吉祥地汽车销售有限公司,113.394917,平顶山市开发路与神马大道交叉口向东50米路南,33.725661,平顶山,,S741035,1,240,7,,,H 河南,850
0370-6060999,,商丘市众捷汽车销售有限公司,115.601679,商丘市金桥路与锦绣路交汇处西北角,34.450229,商丘,,S841002,1,253,7,476000,,H 河南,232
0370-5730505、5730888,,永城市华瑞汽车销售有限公司,116.443057,永城市东城区芒山路南段西侧化工路北段,33.915839,商丘,,S241004,1,253,7,476600,,H 河南,801
0370-4170999,,虞城县众捷汽车贸易物流有限公司,115.875071,虞城县工业大道与至诚六路交叉口西南角,34.44658,商丘,,S241006,1,253,7,,,H 河南,880
18603706555,,商丘市众捷汽车销售有限公司柘城分公司,115.601679,柘城县未来大道北侧,34.450229,商丘,,S841002M1,2,253,7,,,H 河南,1093
15249770771,,商丘市众捷汽车销售有限公司夏邑分公司,116.147632,夏邑县省道324与省道202交汇处东南角,34.241379,商丘,,S841002M2,2,253,7,,,H 河南,1094
15136094470,,商丘市众捷汽车销售有限公司民权分公司,115.138341,民权县迎宾西路与兴业路交叉口西北角汽车物流园区内,34.646171,商丘,,S841002M3,2,253,7,,,H 河南,1095
0370-6059100,7584136,商丘市万通汽车销售有限公司,115.69784,商丘市开发区星林路与车城路交叉口路东100米路北,34.391916617,商丘,,S741047,3,253,7,476000,,H 河南,2033
0398-2188222,,三门峡九都汽车有限公司,111.260772,三门峡市湖滨区交口乡侯桥村310国道涧河桥南路东,34.737276,三门峡,,S741025,1,274,7,472000,,H 河南,629
0398-8782111,,灵宝众诚汽车销售服务有限公司,110.894401,灵宝市开元大道路东 ,34.576302,三门峡,,S741042,1,274,7,,,H 河南,989
0376-6756000,,信阳合众汇金汽车销售服务有限公司,114.185811,信阳市工业城迎宾大道中段（原312国道招商委员会西60米）,32.130987,信阳,,S741028,1,278,7,464000		,,H 河南,644
0392-6892222,,鹤壁维尔娜汽车销售有限公司,114.320324,鹤壁市淇滨区泰山路与海河路交叉口东南口,35.770130,鹤壁,,S741029,1,298,7,458030,,H 河南,751
0898-66830320,,海南博世汽车服务有限公司,110.32828,海口市南海大道59号,20.001786,海口,,S746004,1,196,31,570216,,H 海南,412
0898-68603399,,海南博众汽车销售有限公司,110.280096,海南省海口市秀英区南海大道237号,20.002527,海口,,S746005,1,196,31,570125		,,H 海南,641
0898-38223366,,三亚长久博众汽车服务有限公司,109.606304,海南省三亚市吉阳镇吉阳大道68号,18.298964,三亚,,S746006,1,358,31,,,H 海南,1007
027-83990888,,武汉东富优诚汽车销售服务有限公司,114.192021,武汉市硚口区古田一路32号,30.614355,武汉,,S942036,1,81,11,430000,,H 湖北,32
027-65600559,,武汉康顺集团汽车贸易有限公司,114.288978,武汉市江岸区经济开发区原黄浦科技园特3号,30.637453,武汉,,S942016,1,81,11,430019,,H 湖北,172
027-87384148,,湖北东富汽车工贸有限公司,114.370060,武汉市洪山区雄楚大街420号,30.515144,武汉,,S942017,1,81,11,430074,,H 湖北,173
027-86559288,,武汉富尔汽车销售服务有限公司,114.397498,武汉市洪山区仁和路和平村汽车产业园特5号,30.605446,武汉,,S942032,1,81,11,430000,,H 湖北,632
027-87906888,,武汉恒信众联汽车销售服务有限公司,114.445641,武汉东湖开发区光谷一路205号,30.492690,武汉,,S942034,1,81,11,430079,,H 湖北,773
027-84633666,,武汉恒信一通汽车销售服务有限公司,114.210301,湖北省武汉市汉阳区龙阳大道特8号,30.55357,武汉,,S942040,1,81,11,,,H 湖北,840
0714-5378888,,黄石市大桥汽车服务有限公司,114.991535,湖北省黄石市下陆区发展大道139号,30.218526,黄石,,S942022,1,82,11,435000,,H 湖北,380
0710-3338555,,襄阳华骏汽车销售服务有限公司,112.173991,湖北省襄樊市春园东路43号,32.090863,襄樊,,S942031,1,83,11,441000,,H 湖北,587
0717-6300818,,宜昌德顺汽车销售服务有限公司,111.354175,湖北省宜昌市东山开发区发展大道95号,30.745155,宜昌,,S942023,1,84,11,443000,,H 湖北,455
0717-4645818,,宜昌都顺汽车贸易有限公司,111.471763,宜都市陆城城河大道（头笔社区）（城东）,30.383034,宜昌,,S242001,1,84,11,,,H 湖北,881
0717-6861000,,宜昌恒信众联汽车销售服务有限公司,111.387021,宜昌市伍家岗区东站路189号,30.669835,宜昌,,S942039,1,84,11,,,H 湖北,1021
0716-8490969,,荆州市恒信一路汽车销售服务有限公司,112.227806,荆州市荆沙大道马河渔场,30.361951,荆州,,S942024,1,222,11,434000,,H 湖北,490
0712-2512777-102,,孝感国富汽车销售服务有限公司,113.990797,湖北省孝感市孝武大道178号,30.863598,孝感,,S942026,1,228,11,432020,,H 湖北,506
0719-8782828,,湖北十堰东富汽车销售服务有限公司,110.830331,湖北省十堰市茅箭区丹江路23号,32.590956,十堰,,S942027,1,230,11,442000,,H 湖北,525
0718-8268768 ,,恩施恒信众联汽车销售服务有限公司,109.502907,湖北省恩施市金桂大道耿家坪,30.328838,恩施,,S942025,1,241,11,445000,,H 湖北,581
0715-8828766,,咸宁恒信众联汽车销售服务有限公司,114.320813,咸宁市咸安区京珠联结线张双路旁（官埠镇小泉村）,29.892519,咸宁,,S942028,1,262,11,437000,,H 湖北,588
0724-6903555,,荆门恒信众联汽车销售服务有限公司,112.243462,荆门市月亮湖路76号,31.050555,荆门,,S942029,1,270,11,448000,,H 湖北,615
0713-8396999-8001,,黄冈恒信众联汽车销售服务有限公司,114.925847,黄冈市明珠大道86号,30.461816,黄冈,,S942030,1,273,11,438000,,H 湖北,628
0710-2552222,,襄阳恒信众联汽车销售服务有限公司,112.259775,襄阳市襄州区深圳工业园A39-6地块,32.12106,襄阳,,S942035,1,290,11,441104,,H 湖北,677
0722-3564555,,随州东富汽车销售服务有限公司,113.448291,随州市经济开发区交通大道望城岗7号 ,31.691966,随州,,S942037,1,346,11,,,H 湖北,916
0728-3500222,,潜江恒信众联汽车销售服务有限公司,112.907445,潜江市泰丰办事处紫月路中段园艺村一组 ,30.391706,潜江,,S242002,1,355,11,,,H 湖北,986
0711-3690666,,鄂州锦坤汽车销售服务有限公司,114.879732,鄂州市鄂黄连接线葛山段量兴汽车城,30.355739,鄂州,,S942038,1,364,11,,,H 湖北,1028
0736-7809888,,常德裕安贸易有限公司,111.682485,常德市207国道南坪段新世纪汽车城内,29.076518,常德,,S743010,1,72,10,415000,,H 湖南,180
0736-67266888,,常德澄冬汽车销售有限公司,111.723103,湖南省常德经济技术开发区德山镇五一居委会十一组（五一居委会斜对面）,28.952922,常德,,S243007,1,72,10,,,H 湖南,1061
18973678566,,常德裕安贸易有限公司汉寿分公司,111.96904,汉寿县龙阳镇麻园坝村,28.874042,常德,,S743010M1,2,72,10,,,H 湖南,1069
0731-82870988,,湖南汽车城永通有限公司,113.072473,长沙市星沙经济开发区中南汽车世界经贸西路H08区,28.240693,长沙,,S943001,1,73,10,410100,,H 湖南,177
