category,name,brand,id,address,district,city,province,brand-info
4S店,泓建祥源4S店,北京,100049178,杏石路店：北京市海淀区巨山路99号     回龙观店：北京市昌平区回龙观欧德宝汽车城    ,海淀区,北京市,北京,"北京汽车,北汽绅宝"
4S店,北京永超汽车,北京,100130666,房山区阎村镇前沿村京周路北大南郊向西300米,房山区,北京市,北京,"北京汽车,北汽绅宝,北汽新能源"
4S店,北京房山永超4S店,北京,100049503,房山区阎村镇二合庄村南阎周路北20米,房山区,北京市,北京,"北京汽车,北汽绅宝,北汽新能源"
4S店,北京天通瑞,北京,100056461,昌平区兴寿镇香屯村（九华山庄向北1000米路东）,昌平区,北京市,北京,"北京汽车,北汽绅宝,北汽新能源"
4S店,北京驰盛丰,北京,100107482,北京市平谷区大兴庄镇陈良屯村大街666号,平谷区,北京市,北京,"北京汽车,北汽绅宝"
4S店,恒盛恒远商贸,北京,100049216,北京市密云县十里堡镇彩虹桥北侧100米,密云区,北京市,北京,"北京汽车,北汽绅宝"
4S店,北京凯翔风,北京,100087354,北京市石景山区双峪路24号（双峪汽车园内）,石景山区,北京市,北京,"北京汽车,北汽绅宝"
4S店,北京京柔东方,北京,100066680,北京市怀柔区庙城镇高两河村西10米,怀柔区,北京市,北京,"北京汽车,北汽绅宝"
4S店,中汽雷日郑日,东风风度,100029264,北京市丰台区南四环中路260号新发地汽车交易市场郑州日产中汽雷日店,丰台区,北京市,北京,"东风风度,郑州日产"
4S店,北京天亿通,东风风度,4101091,北京市朝阳区豆各庄乡兴达汽车广场院内,东城区,北京市,北京,"东风风度,郑州日产"
4S店,鑫鹏世纪,东风风度,100043600,北京市朝阳区朝阳北路白家楼桥东1000米路北,朝阳区,北京市,北京,"东风风度,郑州日产"
4S店,华盛昌裕达,东风风度,100026722,北京市海淀区闵庄路2号（闵航路内200米）,海淀区,北京市,北京,"东风风度,郑州日产"
4S店,北京广益发,昌河,501018,北京市朝阳区管庄乡重兴寺村六号,朝阳区,北京市,北京,"昌河铃木,昌河汽车,进口铃木"
4S店,运通九九隆,东风小康,100087515,北京市通州区北关向北1500米路西 瑞康兴汽车超市内 北京九九隆,通州,北京市,北京,东风小康
4S店,北京浩天小康,东风小康,100057413,北京市丰台区潘家庙路518号潘北昊盛检测场内,丰台区,北京市,北京,"东风风光,东风小康"
4S店,北京东南汽车,东南,100130557,北京市顺义区顺通路李桥段4号（后桥路口向南500米路东）,顺义区,北京市,北京,"东南汽车,东南三菱"
4S店,北京东南得利卡,东南,100042240,北京市丰台区丰葆路（世界公园斜对面东南汽车交车中心）,昌平区,北京市,北京,"东南汽车,东南三菱"
4S店,北京东晨伟业,东南,100045197,北京市密云县西大桥路26-1号(东南汽车),密云区,北京市,北京,"东南汽车,东南三菱"
4S店,东晨伟业怀柔店,东南,100123661,北京市怀柔区开放路113号南四层409室,怀柔区,北京市,北京,"东南汽车,东南三菱"
4S店,北京鸿嘉亿博,东南,100038140,北京市朝阳区京通快速路双桥地铁向南600米,朝阳区,北京市,北京,"东南汽车,东南三菱"
4S店,中汽雷日DS,DS,100073535,北京丰台南四环中路20号,丰台区,北京市,北京,长安标致雪铁龙
4S店,北京博瑞祥宇,DS,100046288,北京市朝阳区花虎沟2号祥龙博瑞汽车园区内,朝阳区,北京市,北京,长安标致雪铁龙
4S店,北京东风风神店,东风风神,100018675,北京市朝阳区来广营西路316号,朝阳区,北京市,北京,"东风风神,东风风神新能源"
4S店,通通顺风神,东风风神,100083610,北京市通州区滨河路108号,通州,北京市,北京,"东风风神,东风风神新能源"
4S店,鸿粤广汽传是店,丰田,100017205,北京市海淀区西北旺百旺绿谷汽车园,海淀区,北京市,北京,"广汽丰田,进口丰田"
4S店,北京金冠丰田,丰田,50000104,北京市海淀区闵庄路6号（西北四环香山出口西行1公里红绿灯左转）,海淀区,北京市,北京,一汽丰田
4S店,北京凯百隆丰田,丰田,100018528,北京市海淀区西北旺镇永丰路百旺绿谷汽车园,海淀区,北京市,北京,"进口丰田,一汽丰田"
4S店,北京迎宾中升,丰田,50000401,北京市海淀区阜石路63号,海淀区,北京市,北京,"进口丰田,一汽丰田"
4S店,广丰金时店,丰田,100015616,北京市海淀区杏石口路78号,海淀区,北京市,北京,"广汽丰田,进口丰田"
4S店,北京长京行草桥,丰田,100017462,北京市丰台区南三环西路35号（玉泉营环岛东北角）,丰台区,北京市,北京,"广汽丰田,进口丰田"
4S店,北京中业丰田,丰田,100019107,北京市南四环中路260号（马家楼桥东南角）,丰台区,北京市,北京,"进口丰田,一汽丰田"
4S店,北京方庄丰田,丰田,3601008,北京市丰台区蒲黄榆路48号,丰台区,北京市,北京,"进口丰田,一汽丰田"
4S店,北京嘉金福瑞,丰田,100016678,北京市丰台区青塔西路69号,丰台区,北京市,北京,"广汽丰田,进口丰田"
4S店,广丰博瑞东贸,丰田,100017579,北京市通州区九棵树西路11号（八通线九棵树站&家乐福对面）,通州,北京市,北京,"广汽丰田,进口丰田"
4S店,北京华通丰田,丰田,100017580,北京市通州区梨园九棵树西路11号,通州,北京市,北京,"进口丰田,一汽丰田"
4S店,北京运通博裕,丰田,50001975,北京市亦庄经济技术开发区文化园东路乙6号,大兴区,北京市,北京,"进口丰田,一汽丰田"
4S店,北苑丰田怀柔店,丰田,100036162,怀柔区庙城镇高两河村346号,怀柔区,北京市,北京,"进口丰田,一汽丰田"
4S店,信远博睿,东风,100106718,北京市顺义区后沙峪京密路和顺于路交叉路口向西200米路北，东风汽车园区,顺义区,北京市,北京,东风御风
4S店,北京苹果园丰田,丰田,100017671,北京市石景山区阜石路175号,石景山区,北京市,北京,"进口丰田,一汽丰田"
4S店,鑫鹏世纪,东风,100043600,北京市朝阳区朝阳北路白家楼桥东1000米路北,朝阳区,北京市,北京,"东风风度,郑州日产"
4S店,北京天亿通,东风,4101091,北京市朝阳区豆各庄乡兴达汽车广场院内,东城区,北京市,北京,"东风风度,郑州日产"
4S店,北京城翰,福特,100047512,北京市朝阳区王四营乡白鹿司村南（东五环五方桥下东南角）,朝阳区,北京市,北京,"江铃福特,进口福特"
4S店,北京京铃顺,福特,100017738,北京市朝阳区金盏乡朝政汽车检测测场院内,朝阳区,北京市,北京,"江铃福特,进口福特"
4S店,北京亚奥福瑞,福特,100050397,北京市朝阳区北苑东路9号,朝阳区,北京市,北京,"长安福特,进口福特"
4S店,北京庞大亚航,福特,100048228,北京朝阳区王四营乡道口村西庞大汽车园内（五方桥西北角）,朝阳区,北京市,北京,长安福特
4S店,北京中汽福瑞,福特,100016436,北京市石景山区古城大街北京国际汽车贸易服务园区,石景山区,北京市,北京,"长安福特,江铃福特,进口福特"
4S店,北京博瑞裕丰,福特,100050354,北京市石景山区鲁谷大街80号,石景山区,北京市,北京,"长安福特,进口福特"
4S店,北京中进万国,福特,50001979,北京市经济技术开发区北环东路15号,大兴区,北京市,北京,"长安福特,江铃福特,进口福特"
4S店,北京北方长福,福特,100008199,北京市昌平区回龙观欧德宝国际汽车城内,昌平区,北京市,北京,"长安福特,江铃福特,进口福特"
4S店,北京长久博鑫,福特,100066427,北京市顺义区北京空港物流基地物流园六街12号2幢2层,顺义区,北京市,北京,长安福特
4S店,北京博瑞陆鼎,大众,50001242,北京市朝阳区关东店8号,朝阳区,北京市,北京,上汽大众
4S店,捷亚泰中实,大众,100055359,北京市朝阳区官庄乡杨闸,朝阳区,北京市,北京,一汽-大众
4S店,德奥达大众,大众,100018467,朝阳区北四环东路太阳宫十字口甲1号（望京桥西南角）,朝阳区,北京市,北京,一汽-大众
4S店,北京骏宝威,大众,100026347,北京市朝阳区来广营西路12号,朝阳区,北京市,北京,一汽-大众
4S店,捷亚泰汽贸,大众,100015741,北京市朝阳区京顺路孙河和平农场,朝阳区,北京市,北京,一汽-大众
4S店,北京艾潇汽车,大众,100071225,朝阳区姚家园路甲1号北京东方基业国际汽车城市场G区6号,朝阳区,北京市,北京,上汽大众
4S店,鑫港汇众,大众,100059132,北京市朝阳区金盏乡小店村西东苇路02号,朝阳区,北京市,北京,一汽-大众
4S店,颐堤港中心大众,大众,100116408,北京市朝阳区将台乡坝河北岸8号,朝阳区,北京市,北京,一汽-大众
4S店,北京友联威科,大众,100029623,北京朝阳区青年路乙40号,朝阳区,北京市,北京,一汽-大众
4S店,大众中心颐堤港,大众,100116410,北京市朝阳区将台乡坝河北岸8号,朝阳区,北京市,北京,上汽大众
4S店,华盛昌裕达,东风,100026722,北京市海淀区闵庄路2号（闵航路内200米）,海淀区,北京市,北京,"东风风度,郑州日产"
4S店,北京华昌,大众,100008403,北京市海淀区杏石口路15号（西四环四季青桥1000米路北）,海淀区,北京市,北京,一汽-大众
4S店,捷亚泰中盛上众,大众,100118910,北京市海淀区五道口新村4号平房,海淀区,北京市,北京,上汽大众
4S店,北京国服信,大众,3101006,北京市朝阳区来广营西路108号（北五环北苑桥东南角，北京会议中心向西1000米）,海淀区,北京市,北京,上汽大众
4S店,一汽大众体验店,大众,100047013,（一汽大众西北旺中心）海淀区西北旺镇区百旺绿谷汽车园,海淀区,北京市,北京,一汽-大众
4S店,捷亚泰中盛 ,大众,100034299,北京市海淀区五道口新村4号（北航西门对面）,海淀区,北京市,北京,一汽-大众
4S店,北京中进大众,大众,100001491,北京市海淀区永丰路百旺绿谷汽车园大众汽车,海淀区,北京市,北京,进口大众
4S店,北京广恒信,大众,50000462,北京市海淀区闵庄路20号（西北四环香山、玉泉山出口向西1000米）,海淀区,北京市,北京,上汽大众
