坑ID,Name,DealersID,AddressArea,Province,City,Area,Address,BaiduMapLng,BaiduMapLat,Telphone,BusinessHours,Sites,SiteID,Brand,CanTestDrive,cars,ShopSaleTel,ShopID
1149,大连市天宝佳合汽车销售服务有限公司,大连市天宝佳合汽车销售服务有限公司,,辽宁省,大连市,沙河口区,大连市沙河口区香周路198号,121.5979996,38.94343948,,8:00-17:00,0,0,长城%2c哈弗,1,,0411-86646677,21020
1151,大连鑫鼎盛轿车服务有限公司,大连鑫鼎盛轿车服务有限公司,,辽宁省,大连市,甘井子区,辽宁省大连市甘井子区华东路134号,121.6014023,39.00674057,,8:30-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0411-86503733/86508933/86528622,21020
1016,大庆合庆汽车销售维修有限公司,大庆合庆汽车销售维修有限公司,黑龙江省%3a大庆市%3a740,黑龙江省,大庆市,,黑龙江省大庆市让胡路区经济开发区翔驰路13号,124.8648987,46.68210983,,8:30-16:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0459-5052234/5052444,23060
1017,大庆市兄弟汽车销售有限公司,大庆市兄弟汽车销售有限公司,,黑龙江省,大庆市,萨尔图区,黑龙江省大庆市新村开发区祥阁汽配城,125.1069031,46.60105896,,8:00-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0459-8106005,23060
1153,丹东恒元汽车配件有限公司,丹东恒元汽车配件有限公司,,辽宁省,丹东市,振兴区,丹东市振兴区集环路汤池工业园95号,124.3016968,40.07271957,,8:00-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0415-6253111,21060
1128,丹阳市飞龙汽贸有限公司,丹阳市飞龙汽贸有限公司,,江苏省,镇江市,丹阳市,江苏省丹阳市开发区黄金塘东路,119.6122971,32.04388046,,8:30-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0511-85778008,32110
1308,德阳嘉诚汽车销售服务有限公司,德阳嘉诚汽车销售服务有限公司,四川省%3a德阳市%3a2408,四川省,德阳市,,四川省德阳市旌阳区衡山路与嘉陵江西路交叉口,104.3684998,31.09877968,,8:45-18:00,0,0,长城%2c哈弗,1,,0838-6931111,51060
1309,德阳建国汽车销售服务有限公司,德阳建国汽车销售服务有限公司,,四川省,德阳市,旌阳区,四川省德阳市东海路与二环路交叉口(天元镇武庙村二组）,104.3398972,31.12451935,,8:30-18:00,0,0,长城%2c哈弗,1,"44,411",0838-2850701,51060
1196,德州兴泽汽贸有限公司,德州兴泽汽贸有限公司,,山东省,德州市,德城区,山东省德州市经济开发区天衢路1999号,116.3206024,37.46414948,,8:00-18:00,0,0,长城%2c哈弗,1,,0534-5014999/5080666,37140
1197,德州中源汽贸有限公司,德州中源汽贸有限公司,,山东省,德州市,德城区,山东省德州市经济开发区晶华大道1726号,116.3848038,37.46474838,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0534-5011888,37140
945,定州市广源汽车销售有限公司,定州市广源汽车销售有限公司,,河北省,保定市,定州市,河北省定州市赵村乡政府对面庞大汽贸园4%23店,114.9246979,38.55741882,,8:30-17:30,0,0,长城%2c哈弗,1,,0312-2378888,13061
875,东莞市穗东进汽车贸易有限公司,东莞市穗东进汽车贸易有限公司,,广东省,东莞市,市辖区,东莞市南城区莞太路袁屋边路段272号,113.7231979,22.99806023,,8:30-18:00,0,0,长城%2c哈弗,1,,0769-22802291,44190
876,东莞市新东联汽车贸易有限公司,东莞市新东联汽车贸易有限公司,,广东省,东莞市,市辖区,广东省东莞市寮步镇莞樟路西68号,113.8813019,23.00371933,,8:30-18:00,0,0,长城%2c哈弗,1,"125,126,522",0769-83226789,44190
1199,东营博睿汽车贸易有限公司,东营博睿汽车贸易有限公司,,山东省,东营市,垦利县,东营市北二路5号北二路汽车交易市场,118.2503967,37.28419876,,9:00-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0546-2161888,37050
1415,东营骏骋汽车销售有限公司,东营骏骋汽车销售有限公司,山东省%3a东营市%3a1457,山东省,东营市,,山东省东营市东八路101号1幢,118.7665024,37.44285965,,9:00-17:30,,0,长城%2c哈弗,1,"125,126,522,44,411","0546-7765757	",37050
1304,都江堰东创建国汽车销售服务有限公司,都江堰东创建国汽车销售服务有限公司,,四川省,成都市,都江堰市,四川省成都市都江堰市四川都江堰经济开发区拉法基3号,103.6372986,31.03911972,,8:30-18:00,0,0,长城%2c哈弗,1,"44,411",028-87235198,51011
1175,鄂尔多斯市和兴汽车销售服务有限公司,鄂尔多斯市和兴汽车销售服务有限公司,,内蒙古自治区,鄂尔多斯市,东胜区,鄂尔多斯市东胜区铜川镇汽车博览园和兴长城4S店,110.1093979,39.79587173,,8:30-18:00,0,0,长城%2c哈弗,1,"125,126,522",0477-8101966,15060
1176,鄂尔多斯市天意汽车销售有限公司,鄂尔多斯市天意汽车销售有限公司,,内蒙古自治区,鄂尔多斯市,东胜区,鄂尔多斯市包东高速公路92公里处,109.9965973,40.23736954,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0477-8560140,15060
877,佛山市赛通汽车贸易有限公司,佛山市赛通汽车贸易有限公司,,广东省,佛山市,禅城区,佛山市禅城区佛山大道中83号佛山（国际）车城南区三座2号,113.106102,23.01217079,,9:00-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0757-83839059,44060
878,佛山市赛通汽车贸易有限公司南海分公司,佛山市赛通汽车贸易有限公司南海分公司,,广东省,佛山市,南海区,广东省佛山市南海区文华北路22-23号,113.1322098,23.06738091,,09:00-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0757-86316038,44060
879,佛山市顺德区汽车销售有限公司,佛山市顺德区汽车销售有限公司,,广东省,佛山市,顺德区,广东省佛山市顺德区伦教广珠公路新松路段,113.2406006,22.85835075,,8:00-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0757-22202628,44060
843,福建鸿泽汽车有限公司,福建鸿泽汽车有限公司,,福建省,宁德市,蕉城区,福建省宁德市东侨经济开发区万安东路18号,119.5679016,26.64786911,,8:30-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0593-2615666,35210
841,福建省龙岩市万国汽车销售有限公司,福建省龙岩市万国汽车销售有限公司,福建省%3a龙岩市%3a1279,福建省,龙岩市,,福建省龙岩市新罗区龙门镇319国道旁,116.9792023,25.10172081,,9:00-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0597-2829666,35080
845,福建省莆田市万禾汽车销售服务有限公司,福建省莆田市万禾汽车销售服务有限公司,福建省%3a莆田市%3a1223,福建省,莆田市,,福建省莆田市涵江区白塘镇埭里工业区,119.0820007,25.47160912,,9:00-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0594-3608222,35030
849,福建省泉州市万国汽车配件有限公司,福建省泉州市万国汽车配件有限公司,,福建省,泉州市,鲤城区,福建省泉州市鲤城区南环路常泰路68号,118.5239029,24.92159081,,8:30-18:00,0,0,长城%2c哈弗,1,,0595-28292056,35050
850,福建省泉州市万国汽车销售服务有限公司,福建省泉州市万国汽车销售服务有限公司,,福建省,泉州市,鲤城区,福建省泉州市鲤城区南环路常泰街万国汽车城,118.5238037,24.92119026,,08:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0595-28292222/28293333,35050
1154,抚顺大乘汽车销售有限公司,抚顺大乘汽车销售有限公司,,辽宁省,抚顺市,望花区,抚顺市望花区丹东路西段20号%2520方大碳素厂西侧(抚顺市望花区工农街),123.7778015,41.85659027,,8:00-17:00,0,0,长城%2c哈弗,1,"44,411",024-56803888,21040
1155,抚顺广联达诚顺汽车销售服务有限公司,抚顺广联达诚顺汽车销售服务有限公司,,辽宁省,抚顺市,东洲区,抚顺市东洲区青年路中段（二粮库对面）,124.0292969,41.83359146,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",024-54567888,21040
1156,阜新渤瑞汽车销售服务有限公司,阜新渤瑞汽车销售服务有限公司,,辽宁省,阜新市,细河区,辽宁省阜新市细河区海清路8号,121.6166,42.00239182,,8:00-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0418-6691888,21090
1157,阜新蓝润汽车销售服务有限公司,阜新蓝润汽车销售服务有限公司,,辽宁省,阜新市,市辖区,阜新市新邱区长营子镇长营子村30号,121.7711029,42.07442093,,8:00-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0418-6667777,21090
816,阜阳市雪峰宏业汽车销售服务有限公司,阜阳市雪峰宏业汽车销售服务有限公司,,安徽省,阜阳市,颍州区,安徽省阜阳市经济技术开发区裕和路南侧,115.8209,32.90121078,,8:00-18:00,0,0,长城%2c哈弗,1,"125,126,522",0558-2220017,34120
860,甘肃宁北长城汽车专营有限公司,甘肃宁北长城汽车专营有限公司,,甘肃省,兰州市,城关区,甘肃省兰州市北滨河东路88号,103.854599,36.0746994,,8:30-18:00,0,0,长城%2c哈弗,1,,0931-2105288,62010
858,甘肃仕通汽车销售有限公司酒泉分公司,甘肃仕通汽车销售有限公司酒泉分公司,,甘肃省,酒泉市,肃州区,甘肃省酒泉市肃州区新312国道2873公里（酒泉市巨龙食品园西侧）,98.50842285,39.74147034,,8:30-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0937-2802281,62090
1132,赣州名荣汽车销售有限公司,赣州名荣汽车销售有限公司,,江西省,赣州市,章贡区,江西省赣州市经济技术开发区金潭大道中段,114.8943024,25.84590912,,8:30-17:30/8:30-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0797-8172000,36070
1133,赣州正邦汽车销售有限公司,赣州正邦汽车销售有限公司,,江西省,赣州市,章贡区,江西省赣州市迎宾大道26号华坚国际汽车城二期,114.9386978,25.84342003,,8:15-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0797-8388177,36070
946,高碑店市五洲汽车销售服务有限公司,高碑店市五洲汽车销售服务有限公司,,河北省,保定市,高碑店市,河北省高碑店市五四东路与科苑路交叉口新春驾校院内,115.9160995,39.34502029,,8:00-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0312-2830369,13061
1430,固始宏和汽车销售服务有限公司,固始宏和汽车销售服务有限公司,河南省%3a信阳市%3a1730,河南省,信阳市,,河南省固始县中原路与新五街交叉口,115.6663,32.18774,,8:30-18:00,,0,长城%2c哈弗,0,,0376-6771333,41150
1310,广安嘉诚佳美汽车销售服务有限公司,广安嘉诚佳美汽车销售服务有限公司,,四川省,广安市,广安区,四川省广安经济技术开发区护安汽博城,106.7071991,30.52139091,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522",0826-2233888,51160
1311,广安建国汽车销售服务有限公司,广安建国汽车销售服务有限公司,,四川省,广安市,广安区,四川省广安市前锋区护安镇护安村国际汽车城建国汽车产业园区,106.7044983,30.51405907,,8:30-17:30,0,0,长城%2c哈弗,1,"44,411",0826-2644888,51160
880,广东有道汽车集团股份有限公司,广东有道汽车集团股份有限公司,,广东省,广州市,海珠区,广东省广州市海珠区新滘西路68号（D1--6档）广通车城,113.3175964,23.08282089,,09:00-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",020-82563788,44010
889,广东有道汽车集团股份有限公司江门分公司,广东有道汽车集团股份有限公司江门分公司,,广东省,江门市,蓬江区,江门市蓬江区建设一路113号31幢101-102-103,113.0607986,22.66012955,,9:00-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0750-3881222,44070
905,广东有道汽车集团股份有限公司湛江分公司,广东有道汽车集团股份有限公司湛江分公司,,广东省,湛江市,赤坎区,广东省湛江市赤坎区东盛路7号S15,110.3796997,21.28767014,,09:00-18:00,0,0,长城%2c哈弗,1,,0759-3331338,44080
913,广西长道汽车销售服务有限公司贵港分公司,广西长道汽车销售服务有限公司贵港分公司,,广西壮族自治区,贵港市,港北区,广西省贵港市金港大道东段613号（市公安局对面）,109.6317978,23.11042023,,"8:30-12:00,14:00-18:00",0,0,长城%2c哈弗,1,"125,126,522,44,411",0775-4531888,45080
923,广西福泰汽车销售服务有限公司,广西福泰汽车销售服务有限公司,,广西壮族自治区,南宁市,兴宁区,广西壮族自治区南宁市兴宁区秀厢大道199号,108.3604965,22.87046051,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0771-3111258,45010
911,广西广昇汽车销售服务有限责任公司,广西广昇汽车销售服务有限责任公司,,广西壮族自治区,百色市,右江区,百色市进城大道与东环路交汇处工业品市场,106.6744003,23.86206055,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0776-2836666,45100
918,广西贺州市八通汽车销售有限公司,广西贺州市八通汽车销售有限公司,,广西壮族自治区,贺州市,八步区,广西贺州市工业大道（距东风日产4S店1米）,111.594101,24.4033699,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0774-5226668,45110
924,广西弘泰汽车销售服务有限公司,广西弘泰汽车销售服务有限公司,,广西壮族自治区,南宁市,江南区,南宁市星光大道228号,108.3173981,22.7747097,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0771-4517559,45010
927,广西泰禾汽车销售服务有限公司,广西泰禾汽车销售服务有限公司,,广西壮族自治区,钦州市,钦南区,广西钦州市金海湾东大街黎合江大花坛附近,108.6962967,21.93909073,,9:00-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0777-2109000,45070
1313,广元市金嘉诚汽车贸易服务有限公司,广元市金嘉诚汽车贸易服务有限公司,,四川省,广元市,利州区,四川省广元市经济开发区金顺汽车园下西物流园区,105.8169022,32.42050171,,,0,0,长城%2c哈弗,1,"125,126,522",0839-3313133,51080
883,广州市为众长弗汽车服务有限公司,广州市为众长弗汽车服务有限公司,,广东省,广州市,增城区,广州市增城朱村街朱村大道东1号,113.764801,23.28606033,,9:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",020-32811777,44011
884,广州市新东联汽车贸易有限公司,广州市新东联汽车贸易有限公司,,广东省,广州市,天河区,广东省广州市天河区东圃二马路72号自编房1号,113.4073029,23.11761093,,9:00-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",020-82303680,44010
885,广州市友道汽车贸易有限公司,广州市友道汽车贸易有限公司,,广东省,广州市,白云区,广州市白云区鹤龙街106国道鹤龙路5号,113.2605972,23.21509933,,9:00-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",2086212921,44010
914,贵港市方盛汽车销售服务有限公司,贵港市方盛汽车销售服务有限公司,,广西壮族自治区,贵港市,港北区,广西壮族自治区贵港市环城一级路与南梧二级路交汇处贵港市农科所对面（金泰汽车城）,110.1867981,22.64827919,,9:00-17:30,0,0,长城%2c哈弗,1,,0775-6798111,45080
932,贵州兴盛汽车销售服务有限公司,贵州兴盛汽车销售服务有限公司,,贵州省,黔南布依族苗族自治州,都匀市,贵州省都匀市开发区纬八西路（马踏飞燕西侧100米）,107.4776001,26.15365982,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522",0854--4996018,52270
931,贵州颖峰实业有限公司,贵州颖峰实业有限公司,,贵州省,贵阳市,花溪区,贵州省贵阳市花溪区孟关乡国际汽车贸易城A-15号,106.7554016,26.41394997,,9:00-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0851-83811527,52010
935,贵州遵义新元素汽车销售服务有限公司,贵州遵义新元素汽车销售服务有限公司,,贵州省,遵义市,红花岗区,遵义市红花岗区忠庄立交桥南领航商贸楼负一层,106.922699,27.67044067,,8:00-17:31,0,0,长城%2c哈弗,1,"125,126",0851-28449106,52030
916,桂林弘福汽车销售服务有限公司,桂林弘福汽车销售服务有限公司,,广西壮族自治区,桂林市,灵川县,广西桂林灵川大道八里街工业园区76-1号,110.3146973,25.3593998,,8:30-17:30,0,0,长城%2c哈弗,1,"44,411",0773-2668833,45020
1018,哈尔滨市博能汽车零配件制造有限公司,哈尔滨市博能汽车零配件制造有限公司,,黑龙江省,哈尔滨市,平房区,黑龙江省哈尔滨市平房区松花路37号,126.6079025,45.61587906,,9:00-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0451-51998666,23010
1019,哈尔滨市博能汽车销售有限公司,哈尔滨市博能汽车销售有限公司,,黑龙江省,哈尔滨市,道里区,哈尔滨市道里区机场路30号(新发高速路口进哈市机场路%2c收车电话84303737),126.5558014,45.70772171,,8:00-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0451-84308833/84303939/53610008,23010
1021,哈尔滨市聪昊汽车销售有限公司,哈尔滨市聪昊汽车销售有限公司,,黑龙江省,哈尔滨市,道外区,哈尔滨市道外区先锋路22-4号,126.7450027,45.77904129,,8:30-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0451-53903456,23010
1346,哈密市大超汽车贸易有限责任公司,哈密市大超汽车贸易有限责任公司,,新疆维吾尔自治区,哈密地区,哈密市,新疆哈密市十三师火箭农场前进大道以北兴业路以东交汇处,93.4899826,42.90567017,,9:30-19:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0902-6969999,65220
939,海南宝德汽车服务有限公司,海南宝德汽车服务有限公司,,海南省,海口市,秀英区,海南省海口市秀英区南海大道238号,110.2768021,20.0016098,,8:20---18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0898-68683602,46010
940,海南九兴汽车贸易有限公司,海南九兴汽车贸易有限公司,,海南省,海口市,秀英区,海口市南海大道233号,110.2807999,20.00274086,,8:20-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0898-68639559/68639622,46010
941,海南九兴汽车贸易有限公司三亚分公司,海南九兴汽车贸易有限公司三亚分公司,,海南省,三亚市,市辖区,海南省三亚市迎宾路451号,109.5740967,18.29003906,,8:30-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0898-88657907,46020
1248,海阳市海嘉汽车城有限公司,海阳市海嘉汽车城有限公司,,山东省,烟台市,海阳市,山东省海阳市海天路188号,121.2319031,36.77833939,,8:30-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0535-3526999,37060
953,邯郸凯盛汽车销售服务有限公司,邯郸凯盛汽车销售服务有限公司,,河北省,邯郸市,丛台区,邯郸市经济开发区邯临路与和谐大街交叉口西北角（时代广场）C馆C01展厅,114.6696014,36.61727905,,8:30-18:00,0,0,长城%2c哈弗,1,"44,411",0310-8155888,13040
954,邯郸市世盛汽车销售服务有限公司,邯郸市世盛汽车销售服务有限公司,,河北省,邯郸市,复兴区,邯郸市复兴区北环路西段路北监狱南侧,114.4480972,36.61037064,,8:30-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0310-6093000,13040
1282,汉中超达汽车销售服务有限公司,汉中超达汽车销售服务有限公司,,陕西省,汉中市,汉台区,汉中市汉台区宗营镇韩塘村,107.0084,33.13462067,,08:30-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0916-8152111,61070
1283,汉中迪鑫汽车销售有限公司,汉中迪鑫汽车销售有限公司,,陕西省,汉中市,汉台区,陕西省汉中市石马坡立交桥北,107.0263977,33.09873962,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0916-8152111,61070
1381,杭州百福达汽车贸易有限公司,杭州百福达汽车贸易有限公司,,浙江省,杭州市,拱墅区,杭州市石祥路192号（板车运输请往储鑫路进专卖店）,120.1716995,30.33609009,,8:15-17:00,0,0,长城%2c哈弗,1,"125,126,522",0571-88281888,33010
1382,杭州国城汽车销售服务有限公司,杭州国城汽车销售服务有限公司,,浙江省,杭州市,滨江区,浙江省杭州市滨江区滨康路105号,120.2282028,30.18590927,,8:30-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0571-88294449,33010
1006,河南恒联汽车销售有限公司,河南恒联汽车销售有限公司,,河南省,郑州市,中原区,河南省郑州市中原区郑上路882号院内,113.4934998,34.7682991,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522",0371-88883737,41011
1007,河南瑞丰汽车销售服务有限公司,河南瑞丰汽车销售服务有限公司,,河南省,郑州市,管城回族区,河南省郑州市管城区城东南路30-1号,113.6973038,34.72713089,,09:00-17:30,0,0,长城%2c哈弗,1,"125,126,522",0371-68880606,41010
1009,河南瑞嘉汽车销售有限公司,河南瑞嘉汽车销售有限公司,,河南省,郑州市,金水区,郑州市郑东新区白沙镇物流通道与康庄路交叉口庞大汽车园,113.7317963,34.76982117,,9:00-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0371-55367222,41011
1010,河南瑞亿汽车销售有限公司,河南瑞亿汽车销售有限公司,,河南省,郑州市,市辖区,郑州高新技术产业开发区西三环与化工路交叉口北1000米路西西环汽车公园9号店面,113.351799,34.47259903,,9:00-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0371-55351888,41010
886,河源市奔爵汽车销售服务有限公司,河源市奔爵汽车销售服务有限公司,,广东省,河源市,源城区,广东省河源市河源大道湛珠湖地段,114.7145996,23.79478073,,9:30-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0762-3613888,44160
1204,菏泽正大动力科技有限责任公司,菏泽正大动力科技有限责任公司,,山东省,菏泽市,牡丹区,山东省菏泽市牡丹区黄河东路800号,115.5623016,35.26898956,,09:00-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0530-5702002,37170
975,鹤壁宝瑞汽车销售服务有限公司,鹤壁宝瑞汽车销售服务有限公司,,河南省,鹤壁市,淇滨区,鹤壁市淇滨区东海路与淇滨大道交叉口东南角,114.3235016,35.75588989,,8:30-18:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0392-3632111,41060
976,鹤壁市通达龙威汽车销售服务有限公司,鹤壁市通达龙威汽车销售服务有限公司,,河南省,鹤壁市,淇滨区,鹤壁市淇滨区107国道与渤海路交叉口北100米路东,114.3162003,35.7781105,,8:00-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0392-3630111,41060
1022,鹤岗市博能汽车销售有限公司,鹤岗市博能汽车销售有限公司,,黑龙江省,鹤岗市,东山区,黑龙江省鹤岗市东山区哈萝公路3公里路段北侧,130.2474976,47.48374176,,8:00-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0468-3635222,23040
955,衡水宝丰汽车销售服务有限公司,衡水宝丰汽车销售服务有限公司,,河北省,衡水市,桃城区,河北省衡水市经济开发区昌明南大街1228号,115.6425018,37.73445892,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0318-6106888,13101
956,衡水宝丰汽车销售服务有限公司安平店,衡水宝丰汽车销售服务有限公司安平店,,河北省,衡水市,安平县,河北省衡水市安平县大同新村北灿达创业基地西邻（兴安大道南侧）,115.5273972,38.20676041,,8:00-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0318-7880588,13101
957,衡水宝丰汽车销售服务有限公司宁安店,衡水宝丰汽车销售服务有限公司宁安店,,河北省,衡水市,桃城区,河北省衡水市经济开发区宁安路468号,115.6462021,37.73360062,,08:00-18:00,0,0,长城%2c哈弗,1,"125,126,522",0318-2361886/2362886,13100
1265,洪洞县泽润汽配贸易有限公司,洪洞县泽润汽配贸易有限公司,,山西省,临汾市,洪洞县,山西省临汾市洪洞县大槐权镇西冯堡村（一级路东）,111.7155991,36.27352142,,8:30-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0357-6287222/3932999,14100
1177,呼和浩特市际虹汽车销售有限责任公司,呼和浩特市际虹汽车销售有限责任公司,,内蒙古自治区,呼和浩特市,回民区,内蒙古自治区呼和浩特市回民区金海路南(华银机械商城)中央展厅2号,111.6215973,40.82909012,,8:00-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0471-3673444,15010
1179,呼伦贝尔市利丰汽车行有限公司,呼伦贝尔市利丰汽车行有限公司,,内蒙古自治区,呼伦贝尔市,鄂温克族自治旗,呼伦贝尔市鄂温克旗海伊公路东侧利丰汽车城,119.7608032,49.20164108,,08:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0470-8989851,15070
1053,湖北华骏汽车销售有限公司,湖北华骏汽车销售有限公司,,湖北省,孝感市,孝南区,湖北省孝感市孝南经济开发区澴川路289号,113.9828033,30.89642906,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522",0712-2360186,42090
1044,湖北骏马贸易有限公司,湖北骏马贸易有限公司,,湖北省,武汉市,洪山区,湖北省武汉市洪山区华中汽车生态产业园,114.3318024,30.52387047,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522",027-88025919,42010
1074,湖南鑫齐长城汽车销售服务有限公司,湖南鑫齐长城汽车销售服务有限公司,,湖南省,长沙市,岳麓区,高新区麓谷街道东方红路与文轩路交汇处麓谷汽车世界D-01,112.8631973,28.21294022,,8:30-17:30,0,0,长城%2c哈弗,1,,0731-88292938,43010
1075,湖南有道汽车有限公司,湖南有道汽车有限公司,,湖南省,长沙市,长沙县,长沙县湘龙街道中南汽车世界J16区,113.0698013,28.23866081,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0731-84088488,43010
1383,湖州元盛汽车有限公司,湖州元盛汽车有限公司,,浙江省,湖州市,吴兴区,浙江省湖州市吴兴区八里店三里桥路1501号,120.1584015,30.84848976,,8:00-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0572-2230088,33050
1158,葫芦岛市宝顺汽车销售有限责任公司,葫芦岛市宝顺汽车销售有限责任公司,,辽宁省,葫芦岛市,龙港区,辽宁省葫芦岛市龙港区锦葫路中段27号,120.8928986,40.74353027,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0429-2660000/3822888,21140
1061,怀化市生晖汽车销售服务有限公司,怀化市生晖汽车销售服务有限公司,,湖南省,怀化市,鹤城区,怀化市鹤城区杨村西部物流产业中心,110.0197983,27.54184914,,8:30-17:30,0,0,长城%2c哈弗,1,,0745-2758000,43120
1095,淮安长菱联华汽车销售服务有限公司,淮安长菱联华汽车销售服务有限公司,,江苏省,淮安市,清河区,江苏省淮安市清河新区旺旺路28号,119.1184998,33.61740875,,8:30-17:15,0,0,长城%2c哈弗,1,"125,126,522,44,411",0517-83797211,32080
1096,淮安长菱汽车销售服务有限公司,淮安长菱汽车销售服务有限公司,,江苏省,淮安市,清河区,淮安市清河新区旺旺路50号,119.1192017,33.61764908,,8:00-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0517-83797228,32080
820,淮北盈泰汽车销售服务有限公司,淮北盈泰汽车销售服务有限公司,,安徽省,淮北市,烈山区,安徽省淮北市烈山区淮北国购汽车文化园4%23楼401、402号,116.8436966,33.89266968,,8:00-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0561-3809388,34060
821,淮南市风行物资有限责任公司,淮南市风行物资有限责任公司,,安徽省,淮南市,凤台县,安徽省淮南市凤台县工业园区,116.5848999,32.79141998,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0554-8910068,34040
1033,黄冈源华本诚汽车销售服务有限公司,黄冈源华本诚汽车销售服务有限公司,,湖北省,黄冈市,黄州区,湖北省黄冈市黄州区南湖农场柞舟山,114.9753036,30.45459938,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0713-8348880,42110
1034,黄冈源华兴瑞汽车销售服务有限公司,黄冈源华兴瑞汽车销售服务有限公司,,湖北省,黄冈市,黄州区,黄冈市黄州区南湖大道,114.9496002,30.51880074,,8:00-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0713-8113567,42110
822,黄山元汇汽车销售服务有限公司,黄山元汇汽车销售服务有限公司,,安徽省,黄山市,屯溪区,安徽省黄山市休宁县万安镇万新村,118.2701035,29.75554085,,8:30-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0559-7817888,34100
