id,name,telphone,address,city-region,city,province-region,province,place
1104,青海嘉恒汽车销售有限公司,0971-8828333,青海省西宁市城东经济技术开发区昆仑东路14号,630100,西宁市,630000,青海省,"36.56836618,101.8787018"
654,格尔木广汇金屹汽车销售服务有限公司,0979-8425997,青海省格尔木市昆仑开发区广汇汽车城,632801,格尔木市,630000,青海省,"36.38942107,94.97638079"
779,银川恒信国亚汽车销售服务有限公司,0951-5660882,宁夏省银川市金凤区工业集中区创业街西侧,640100,银川市,640000,宁夏回族自治区,"38.4544598,106.1583771"
896,宁夏天利新华夏汽车连锁有限公司,0951-8988858,宁夏银川市德胜工业园区中央大道1-1号,640100,银川市,640000,宁夏回族自治区,"38.532656,106.322598"
1066,宁夏人和汽车销售服务有限公司,0951-8988758,银川市德胜工业区德鑫路,640100,银川市,640000,宁夏回族自治区,"38.542118,106.331271"
733,石嘴山恒信国亚汽车销售服务有限公司,0952-2039000,石嘴山市大武口区西环路东规划四号路北,640200,石嘴山市,640000,宁夏回族自治区,"39.025153,106.346679"
734,宁夏志成汽车销售服务有限公司,0953-2707222,宁夏省吴忠市利通区世纪大道北侧,640300,吴忠市,640000,宁夏回族自治区,"38.010441,106.227784"
607,新疆博亚天成汽车销售有限公司,0991-4169199,新疆乌鲁木齐南湖北路866号起亚4S店,650100,乌鲁木齐市,650000,新疆维吾尔自治区,"43.86236956,87.61238691"
662,新疆天宇华鑫汽车销售有限公司,0991-4189088/ 0991-6928928,新疆乌鲁木齐市经济技术开发区（头屯河区）工业园区头屯河公路2345号新疆天恒基国际汽车文化城A区2-4,650100,乌鲁木齐市,650000,新疆维吾尔自治区,"43.89750339,87.38309525"
821,新疆新旭汽车贸易有限公司,0991-6887272,新疆乌鲁木齐市米东区永顺街478号（交通学校院内）,650100,乌鲁木齐市,650000,新疆维吾尔自治区,"43.95146128,87.63855489"
894,新疆永泰祥车业贸易有限责任公司,0991-3756888,新疆维吾尔自治区乌鲁木齐市喀什西路756号附3号,650100,乌鲁木齐市,650000,新疆维吾尔自治区,"43.8843568,87.532858"
