id,name,telphone,address,city-region,city,province-region,province,place
10517,新力达坪山店,,坪山新区比亚迪路沙坣同富裕工业区8号,10513,,,,"114.377583,22.688903"
11820,深圳市大胜汽车销售服务有限公司,0755-83707777,福田区红荔西路联合华鹏汽车广场B3,10513,,,,"114.036942,22.548027"
11826,深圳市顺和盈汽车贸易有限公司,0755-26161111,广东省深圳市南山区月亮湾大道深圳火车西站南侧,10513,,,,"113.914904,22.532628"
11828,深圳市鹏峰实业有限公司,0755-82132633,深圳市福田区八卦二路与红岭北路交汇处鹏峰八卦岭汽车城,10513,,,,"114.110266,22.566444"
11841,深圳市新力达新亚汽车贸易有限公司,0755-84829199,圳市龙岗区如意路301号陂头背村口（老干部活动中心对面）,10513,,,,"114.232438,22.708432"
11858,深圳市昊天林汽车服务有限公司,0755-27717638,深圳市宝安区107国道松岗段415号（昊天林汽车大厦）,10513,,,,"113.848737,22.780618"
11859,深圳市威博汽车有限公司,0755-29525333,深圳市宝安区龙华镇清龙路1号(龙华汽车站斜对面),10513,,,,"114.03965,22.676458"
11854,阳江市京泰汽车销售服务有限公司,0662-2858999,广东省阳江市江城区金山路边,11854,,,,"110.382779,21.295622"
11856,云浮美轮运现汽车有限公司,15007664999,广东省云浮市云城区过境公路28号（新人民医院旁）,11856,,,,"112.072139,22.958228"
11839,湛江市中富汽车销售服务有限公司,0759-3289662,湛江市赤坎区海田路118号,11839,,,,"110.382779,21.295622"
12320,湛江市广缘创力汽车销售服务有限公司,0759-2813378,麻章区瑞云北路101粤西国际车城内（南亚郦都小区对面）,11839,,,,"110.322546,21.297355"
11837,肇庆美现汽车有限公司,0758-2777222,广东省肇庆市肇庆大道北侧（肇庆学院东侧）,11837,,,,"113.147657,23.085129"
11829,中山市创现汽车销售服务有限公司,0760-88556223,中山市西区沙朗彩虹大道40号,12264,,,,"113.360409,22.553102"
11849,中山市创世纪城南汽车有限公司,0760-88796223,广东省中山市南区城南四路一号之一,12264,,,,"113.354531,22.472113"
11855,中山市中启汽车销售服务有限公司,0760-88509801,中山市东升镇坦背西二马路177号第一卡,12264,,,,"113.327762,22.581811"
12216,中山市永星汽车贸易有限公司,0760-88582202,中山市火炬开发区中山六路二号之12,12264,,,,"113.428776,22.523781"
12264,中山市嘉德汽车贸易有限公司,0760-88509801,东升镇坦背西2马路177卡,12264,,,,"113.327612,22.581791"
11832,珠海市华德汽车贸易有限公司,0756-6312660,珠海市华宇路87号,11832,,,,"113.506088,22.290079"
11864,珠海市华德致远汽车销售服务有限公司,0756-6315666,珠海市斗门区白蕉镇白蕉南路46号,11832,,,,"113.335359,22.212692"
11647,安庆宜通汽车销售服务有限公司,0556-5345678,安庆市开发区迎宾路319号,12274,,,,"117.050599,30.558846"
11666,安庆永通汽车销售服务有限公司,0556-5766999,安徽省安庆市宜秀区石塘湖路10号英德利汽车城三期,12274,,,,"117.065302,30.57521"
12274,桐城市利之星汽车销售服务有限公司,0556-8819977,安徽省桐城市文昌街道交通村合安路东侧4#101,12274,,,,"116.947967,31.021731"
11646,蚌埠市润通汽车销售有限公司,0552-3712345,蚌埠市高新区迎宾大道中段国际汽车城,11646,,,,"117.32058,32.871129"
11652,安徽瑞和汽车销售服务有限公司,0558-7651000,亳州市蒙城县汽车产业园区,11652,,,,"116.577031,33.248752"
11663,亳州市英豪汽车销售服务有限公司,0558-5771311,安徽省亳州市谯城区淮河路与振谯路交叉口（亳州春雨国际汽车城内）,11652,,,,"115.755467,33.83106"
11649,巢湖南峰汽车销售服务有限公司,0551-82362999,巢湖市半汤路中段,11649,,,,"117.906266,31.635262"
11661,安徽省池州市盛奇汽车销售服务有限公司,0566-2227110,池州市站前区青年路莲路汽车服务业集聚区,11661,,,,"117.541505,30.626049"
11660,滁州宁宝汽车销售服务有限公司,0550-6826789,滁州经济技术开发区金凤路88号,12315,,,,"118.35318,32.271287"
12315,天长市环圣汽车销售服务有限公司,0550-7615999/7862999,天长市炳辉路与秦栏路交汇处,12315,,,,"119.043175,32.674711"
11648,安徽省阜阳市飞达汽车销售服务有限公司,0558-2219332,阜阳市经济技术开发区十八里铺汽贸物流园经六路与汽贸路交叉口,11664,,,,"115.869461,32.845418"
11664,阜阳市伟田汽车销售服务有限公司,0558-2219105,阜阳市开发区七里铺288号,11664,,,,"115.848156,32.875056"
11643,合肥市伟光汽车销售服务有限公司,0551-64289722,合肥市新站区北二环路汴河段安徽国际汽车城16号,11643,,,,"117.343507,31.890681"
11645,安徽稳达汽车销售服务有限公司,0551-63444277,合肥市包河区繁华大道与庐州大道交口南50米,11643,,,,"117.310675,31.797117"
11656,安徽伟合汽车销售服务有限公司,0551-63400678,安徽省合肥市包河工业区长春街（纬一路）18号,11643,,,,"117.352984,31.803631"
11662,合肥亚越汽车销售服务有限公司,0551-65837575,合肥市环湖东路19号亚夏汽车城,11643,,,,"117.217932,31.837519"
11668,合肥恒信华通汽车销售服务有限公司,0551-67186999,蒙城北路1111号合肥恒信华通现代4S店,11643,,,,"117.275925,31.916844"
12256,合肥弘现汽车销售服务有限公司,0551-82362999,巢湖市半汤路中段,11643,,,,"117.8947222,31.63166666"
12349,合肥锐现汽车销售有限公司,0551-87013088,庐江县合铜公路,11643,,,,"117.283573,31.285439"
11654,淮北市北润汽车销售服务有限公司,0561-3866789,淮北市相山区汽车城瑞骑路15号,11654,,,,"116.804231,33.932735"
11658,淮南市恒美汽车销售服务有限公司,0554-3312211,安徽省淮南市洛河经济技术开发区管委会大楼东200米绿十字对面,11658,,,,"117.075245,32.666772"
11655,黄山市亚翔汽车销售服务有限公司,0559-2317333,安徽省黄山市屯溪区经济开发区齐云大道,11655,,,,"118.275338,29.753612"
11651,六安市万通汽贸有限公司,0564-3615777,六安市裕安区城南开发区（天裕米业对面）,12249,,,,"116.481379,31.719208"
11667,六安汇添汽车销售服务有限公司,0564-3960336,安徽省六安市金安经济开发区312国道胜利南路西侧,12249,,,,"116.617657,31.767397"
12249, 舒城景瑞汽车服务有限公司,0564-8567177,舒城县桃溪镇合安路西北侧,12249,,,,"116.987715,31.49587"
11653,马鞍山伟厚汽车销售服务有限公司,0555-6759999,马鞍山当涂经济开发区,12212,,,,"118.504752,31.646298"
12212,马鞍山瑞洲汽车销售服务有限公司,0555-7197999,湖西南路152号,12212,,,,"118.504699,31.646554"
11657,宿州市万上汽车销售服务有限公司,0557-2652999,"宿州市经济技术开发区西昌南路东侧
（外环南路与西昌南路交叉路口）",11657,,,,"116.977987,33.610838"
12272,宿州亿之杰汽车销售服务有限公司,0557-2870999,安徽省宿州市市辖区循环经济示范园仁和路东侧800米,11657,,,,"117.051969,33.638016"
11659,铜陵金丰鑫海汽车贸易有限公司,0562-6822777,铜陵市铜芜路铜陵国际汽车城,11659,,,,"118.320423,32.270318"
11644,芜湖亚夏轿车销售服务有限公司,0553-2870558,芜湖市弋江北路亚夏汽车城,11644,,,,"118.406323,31.366638"
11665,芜湖伟胜汽车销售服务有限公司,0553-5882288,鸠兹家苑南门斜对面翰文中学向东200米 芜湖汽车服务中心（芜宣高速北侧、纬次路南端鸠兹家苑南门对面）2号地块,11644,,,,"118.420304,31.374431"
11650,宣城亚绅汽车销售服务有限公司,0563-2628666,安徽省宣城市经济技术开发区昭亭南路亚夏汽车城,12291,,,,"118.984266,30.612149"
